This is a job step 14


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 14 clusters

Given    Inferred Clusters                                                                                    Number of
 Pop       1      2      3      4      5      6      7      8      9     10     11     12     13     14      Individuals
137:     0.038  0.071  0.059  0.089  0.024  0.029  0.015  0.092  0.263  0.071  0.032  0.052  0.075  0.090       58
138:     0.029  0.090  0.086  0.369  0.046  0.021  0.016  0.035  0.021  0.052  0.008  0.073  0.078  0.076       84
139:     0.017  0.615  0.022  0.032  0.027  0.034  0.018  0.008  0.040  0.118  0.010  0.023  0.021  0.015       81
140:     0.005  0.008  0.003  0.004  0.016  0.005  0.002  0.001  0.020  0.911  0.000  0.013  0.002  0.011       30
141:     0.014  0.058  0.021  0.002  0.010  0.030  0.012  0.010  0.064  0.728  0.003  0.011  0.020  0.017       37
142:     0.036  0.600  0.052  0.035  0.024  0.021  0.006  0.016  0.041  0.094  0.014  0.030  0.008  0.021       46
143:     0.006  0.730  0.035  0.026  0.010  0.008  0.008  0.054  0.021  0.030  0.008  0.026  0.028  0.009       55
144:     0.010  0.099  0.462  0.025  0.058  0.021  0.018  0.011  0.074  0.152  0.007  0.017  0.037  0.009       52
145:     0.019  0.091  0.501  0.054  0.028  0.063  0.022  0.029  0.047  0.033  0.020  0.014  0.043  0.036       73
146:     0.030  0.093  0.280  0.058  0.040  0.101  0.007  0.077  0.067  0.042  0.028  0.032  0.114  0.032       73
147:     0.014  0.124  0.437  0.064  0.032  0.009  0.016  0.028  0.061  0.060  0.011  0.022  0.096  0.028       53
148:     0.015  0.075  0.477  0.026  0.042  0.041  0.019  0.025  0.050  0.067  0.008  0.032  0.050  0.073       52
149:     0.044  0.069  0.451  0.041  0.024  0.033  0.012  0.016  0.083  0.046  0.010  0.013  0.083  0.073       44
150:     0.043  0.089  0.380  0.053  0.046  0.030  0.036  0.040  0.087  0.028  0.018  0.039  0.067  0.046       80
151:     0.042  0.051  0.357  0.080  0.057  0.034  0.022  0.049  0.108  0.049  0.015  0.091  0.022  0.024       49
152:     0.103  0.044  0.069  0.075  0.043  0.041  0.016  0.055  0.221  0.061  0.019  0.076  0.109  0.066       34
153:     0.083  0.100  0.080  0.213  0.106  0.040  0.033  0.053  0.033  0.050  0.014  0.109  0.056  0.029      100
--------------------------------------------

 Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6    F7    F8    F9    F10    F11    F12    F13    F14     D1,2  D1,3  D1,4  D1,5  D1,6  D1,7  D1,8  D1,9  D1,10  D1,11  D1,12  D1,13  D1,14  D2,3  D2,4  D2,5  D2,6  D2,7  D2,8  D2,9  D2,10  D2,11  D2,12  D2,13  D2,14  D3,4  D3,5  D3,6  D3,7  D3,8  D3,9  D3,10  D3,11  D3,12  D3,13  D3,14  D4,5  D4,6  D4,7  D4,8  D4,9  D4,10  D4,11  D4,12  D4,13  D4,14  D5,6  D5,7  D5,8  D5,9  D5,10  D5,11  D5,12  D5,13  D5,14  D6,7  D6,8  D6,9  D6,10  D6,11  D6,12  D6,13  D6,14  D7,8  D7,9  D7,10  D7,11  D7,12  D7,13  D7,14  D8,9  D8,10  D8,11  D8,12  D8,13  D8,14  D9,10  D9,11  D9,12  D9,13  D9,14  D10,11  D10,12  D10,13  D10,14  D11,12  D11,13  D11,14  D12,13  D12,14  D13,14    Ln Like 
50000:    1.00    0.054    0.018 0.027 0.021 0.016 0.028 0.032 0.034 0.020 0.018 0.030 0.152 0.011 0.021 0.019    0.037 0.035 0.028 0.045 0.030 0.029 0.019 0.028 0.039 0.100 0.020 0.031 0.019 0.014 0.022 0.030 0.030 0.057 0.029 0.023 0.021 0.095 0.025 0.028 0.028 0.021 0.029 0.035 0.056 0.027 0.016 0.023 0.092 0.023 0.022 0.022 0.026 0.021 0.037 0.024 0.015 0.030 0.096 0.016 0.015 0.027 0.038 0.061 0.043 0.035 0.039 0.108 0.029 0.028 0.050 0.031 0.031 0.029 0.030 0.093 0.021 0.026 0.033 0.040 0.038 0.057 0.120 0.029 0.035 0.039 0.018 0.032 0.094 0.018 0.029 0.019 0.024 0.098 0.015 0.017 0.018 0.100 0.024 0.028 0.031 0.091 0.098 0.099 0.016 0.020 0.030   --  
51000:    1.00    0.054    0.018 0.024 0.023 0.020 0.031 0.028 0.037 0.023 0.018 0.039 0.165 0.011 0.019 0.021    0.037 0.036 0.030 0.041 0.029 0.031 0.017 0.029 0.043 0.090 0.020 0.034 0.023 0.015 0.021 0.031 0.028 0.056 0.027 0.021 0.023 0.090 0.024 0.030 0.027 0.019 0.025 0.032 0.057 0.027 0.018 0.025 0.091 0.024 0.026 0.026 0.024 0.020 0.038 0.025 0.017 0.027 0.095 0.014 0.016 0.027 0.031 0.055 0.041 0.034 0.034 0.104 0.026 0.028 0.047 0.033 0.030 0.030 0.027 0.088 0.020 0.028 0.033 0.040 0.039 0.057 0.116 0.029 0.031 0.042 0.018 0.035 0.086 0.019 0.029 0.018 0.025 0.098 0.015 0.018 0.018 0.105 0.024 0.032 0.034 0.087 0.102 0.094 0.014 0.021 0.032   --  
52000:    1.00    0.054    0.020 0.035 0.020 0.018 0.029 0.023 0.029 0.021 0.018 0.032 0.173 0.012 0.019 0.022    0.039 0.038 0.030 0.043 0.027 0.031 0.018 0.032 0.040 0.089 0.022 0.035 0.024 0.015 0.024 0.037 0.032 0.056 0.029 0.021 0.022 0.087 0.029 0.034 0.028 0.022 0.032 0.035 0.057 0.027 0.018 0.025 0.084 0.028 0.029 0.025 0.022 0.019 0.035 0.025 0.018 0.027 0.092 0.017 0.019 0.030 0.034 0.054 0.040 0.036 0.034 0.099 0.025 0.029 0.049 0.030 0.028 0.031 0.031 0.084 0.019 0.030 0.033 0.038 0.039 0.054 0.113 0.029 0.031 0.042 0.018 0.034 0.086 0.021 0.029 0.019 0.025 0.092 0.017 0.019 0.017 0.095 0.024 0.035 0.034 0.085 0.094 0.092 0.019 0.023 0.033   --  
53000:    1.00    0.054    0.020 0.038 0.023 0.018 0.025 0.022 0.036 0.020 0.017 0.028 0.160 0.015 0.018 0.021    0.037 0.035 0.028 0.040 0.027 0.031 0.019 0.029 0.039 0.096 0.021 0.033 0.020 0.018 0.025 0.036 0.030 0.055 0.031 0.023 0.023 0.096 0.030 0.036 0.025 0.020 0.028 0.033 0.055 0.027 0.016 0.023 0.090 0.027 0.027 0.021 0.022 0.020 0.037 0.024 0.017 0.026 0.093 0.016 0.016 0.026 0.032 0.058 0.039 0.033 0.033 0.105 0.025 0.029 0.043 0.029 0.027 0.030 0.030 0.084 0.024 0.028 0.029 0.037 0.040 0.054 0.113 0.033 0.033 0.038 0.018 0.031 0.088 0.020 0.027 0.016 0.021 0.095 0.016 0.020 0.016 0.103 0.023 0.032 0.027 0.093 0.100 0.096 0.017 0.023 0.031   --  
54000:    1.00    0.054    0.020 0.033 0.021 0.019 0.029 0.025 0.032 0.021 0.019 0.033 0.186 0.013 0.023 0.017    0.040 0.034 0.030 0.042 0.028 0.032 0.018 0.032 0.038 0.091 0.020 0.032 0.022 0.016 0.026 0.037 0.036 0.063 0.031 0.023 0.024 0.097 0.033 0.035 0.029 0.019 0.028 0.036 0.058 0.027 0.017 0.025 0.088 0.028 0.025 0.024 0.021 0.022 0.041 0.025 0.018 0.025 0.087 0.017 0.018 0.026 0.036 0.057 0.039 0.033 0.033 0.103 0.023 0.027 0.043 0.032 0.028 0.030 0.031 0.087 0.021 0.029 0.031 0.040 0.041 0.057 0.111 0.028 0.034 0.044 0.020 0.030 0.085 0.020 0.027 0.019 0.022 0.096 0.017 0.018 0.018 0.095 0.024 0.029 0.028 0.087 0.095 0.093 0.016 0.020 0.030   --  
55000:    1.00    0.052    0.019 0.027 0.020 0.016 0.026 0.022 0.035 0.020 0.018 0.029 0.170 0.011 0.018 0.016    0.037 0.034 0.025 0.042 0.026 0.031 0.019 0.032 0.036 0.090 0.018 0.031 0.019 0.017 0.024 0.036 0.030 0.060 0.029 0.022 0.020 0.092 0.030 0.033 0.027 0.017 0.028 0.030 0.054 0.026 0.014 0.021 0.089 0.025 0.022 0.020 0.021 0.018 0.036 0.022 0.017 0.023 0.087 0.015 0.013 0.023 0.032 0.059 0.039 0.034 0.032 0.102 0.028 0.025 0.042 0.030 0.025 0.029 0.026 0.082 0.017 0.024 0.028 0.039 0.044 0.054 0.108 0.029 0.031 0.041 0.018 0.029 0.086 0.017 0.025 0.015 0.021 0.094 0.018 0.018 0.017 0.097 0.023 0.028 0.026 0.084 0.095 0.095 0.015 0.019 0.028   --  
56000:    1.00    0.054    0.018 0.032 0.020 0.017 0.023 0.029 0.033 0.020 0.015 0.030 0.216 0.014 0.017 0.021    0.037 0.035 0.026 0.041 0.029 0.033 0.018 0.031 0.035 0.094 0.020 0.031 0.021 0.018 0.025 0.032 0.034 0.058 0.032 0.021 0.020 0.094 0.028 0.031 0.029 0.021 0.030 0.036 0.056 0.029 0.015 0.022 0.089 0.027 0.025 0.023 0.024 0.021 0.037 0.026 0.018 0.024 0.094 0.016 0.016 0.027 0.038 0.060 0.045 0.032 0.033 0.106 0.027 0.029 0.044 0.035 0.031 0.034 0.032 0.089 0.025 0.032 0.035 0.040 0.042 0.054 0.120 0.029 0.033 0.044 0.020 0.032 0.088 0.019 0.027 0.018 0.020 0.096 0.016 0.018 0.018 0.099 0.023 0.027 0.028 0.087 0.098 0.101 0.015 0.021 0.030   --  
57000:    1.00    0.054    0.022 0.033 0.020 0.019 0.027 0.023 0.037 0.024 0.018 0.029 0.182 0.012 0.020 0.018    0.038 0.038 0.028 0.042 0.030 0.032 0.018 0.028 0.038 0.087 0.023 0.031 0.020 0.015 0.025 0.033 0.032 0.056 0.030 0.019 0.020 0.090 0.028 0.030 0.027 0.024 0.027 0.038 0.059 0.029 0.015 0.022 0.083 0.027 0.026 0.025 0.024 0.020 0.035 0.025 0.018 0.028 0.089 0.017 0.016 0.030 0.034 0.056 0.040 0.032 0.033 0.096 0.027 0.026 0.046 0.030 0.028 0.030 0.028 0.080 0.021 0.027 0.032 0.041 0.042 0.054 0.109 0.029 0.031 0.044 0.017 0.031 0.081 0.020 0.027 0.018 0.022 0.089 0.015 0.018 0.018 0.089 0.024 0.029 0.030 0.084 0.094 0.092 0.016 0.022 0.032   --  
58000:    1.00    0.055    0.022 0.035 0.018 0.015 0.031 0.024 0.033 0.021 0.019 0.028 0.158 0.014 0.022 0.022    0.037 0.033 0.027 0.039 0.026 0.031 0.020 0.031 0.039 0.087 0.022 0.031 0.022 0.015 0.025 0.034 0.030 0.060 0.031 0.021 0.023 0.085 0.028 0.032 0.028 0.021 0.028 0.029 0.057 0.029 0.016 0.024 0.079 0.026 0.026 0.022 0.023 0.019 0.034 0.026 0.018 0.027 0.086 0.015 0.016 0.028 0.033 0.058 0.044 0.036 0.034 0.091 0.025 0.029 0.047 0.032 0.026 0.028 0.028 0.083 0.020 0.026 0.030 0.040 0.041 0.057 0.114 0.032 0.032 0.045 0.020 0.034 0.080 0.020 0.030 0.019 0.023 0.089 0.017 0.019 0.017 0.091 0.022 0.030 0.032 0.081 0.095 0.090 0.017 0.023 0.033   --  
59000:    1.00    0.055    0.019 0.032 0.021 0.018 0.031 0.025 0.039 0.019 0.020 0.035 0.156 0.013 0.023 0.022    0.038 0.034 0.027 0.045 0.026 0.030 0.019 0.032 0.035 0.087 0.020 0.033 0.024 0.016 0.020 0.033 0.031 0.062 0.032 0.022 0.021 0.090 0.030 0.036 0.027 0.017 0.029 0.033 0.057 0.028 0.018 0.025 0.083 0.029 0.030 0.021 0.024 0.020 0.041 0.025 0.018 0.025 0.086 0.018 0.020 0.024 0.036 0.059 0.046 0.038 0.034 0.098 0.027 0.032 0.045 0.032 0.027 0.032 0.027 0.082 0.020 0.028 0.030 0.038 0.044 0.054 0.110 0.028 0.033 0.044 0.021 0.032 0.082 0.022 0.031 0.018 0.024 0.096 0.019 0.021 0.018 0.092 0.024 0.033 0.028 0.085 0.097 0.090 0.019 0.023 0.032   --  

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 14 clusters

Given    Inferred Clusters                                                                                    Number of
 Pop       1      2      3      4      5      6      7      8      9     10     11     12     13     14      Individuals

  1:     0.056  0.013  0.034  0.632  0.016  0.033  0.056  0.010  0.018  0.028  0.023  0.013  0.024  0.045       45
  2:     0.018  0.004  0.024  0.015  0.025  0.011  0.812  0.003  0.021  0.006  0.007  0.017  0.022  0.013       50
  3:     0.013  0.051  0.037  0.135  0.035  0.246  0.093  0.022  0.031  0.028  0.025  0.132  0.122  0.030       48
  4:     0.059  0.022  0.030  0.105  0.069  0.135  0.101  0.047  0.100  0.047  0.005  0.052  0.221  0.010       50
  5:     0.047  0.062  0.039  0.081  0.060  0.051  0.024  0.056  0.334  0.040  0.013  0.046  0.101  0.047       50
  6:     0.031  0.030  0.066  0.042  0.081  0.115  0.056  0.038  0.253  0.031  0.033  0.120  0.057  0.048       49
  7:     0.029  0.037  0.091  0.165  0.036  0.046  0.042  0.006  0.259  0.078  0.018  0.043  0.093  0.057       43
  8:     0.016  0.036  0.034  0.057  0.013  0.025  0.015  0.031  0.572  0.087  0.008  0.056  0.038  0.013       46
  9:     0.025  0.037  0.012  0.024  0.018  0.663  0.047  0.013  0.029  0.029  0.021  0.020  0.038  0.024       60
 10:     0.036  0.044  0.022  0.101  0.036  0.058  0.040  0.067  0.153  0.059  0.050  0.110  0.101  0.124       38
 11:     0.056  0.040  0.033  0.042  0.042  0.026  0.055  0.027  0.405  0.100  0.017  0.052  0.092  0.012       50
 12:     0.010  0.004  0.071  0.035  0.031  0.018  0.052  0.008  0.021  0.049  0.017  0.019  0.633  0.031       48
 13:     0.097  0.036  0.044  0.145  0.043  0.117  0.064  0.047  0.081  0.036  0.024  0.060  0.176  0.030       50
 14:     0.065  0.011  0.017  0.028  0.058  0.075  0.485  0.039  0.053  0.041  0.014  0.053  0.055  0.005       57
 15:     0.038  0.022  0.025  0.106  0.030  0.388  0.104  0.074  0.037  0.015  0.037  0.084  0.011  0.029       48
 16:     0.006  0.011  0.018  0.039  0.008  0.025  0.767  0.006  0.021  0.009  0.007  0.033  0.020  0.031       48
 17:     0.049  0.041  0.043  0.159  0.050  0.253  0.129  0.047  0.051  0.019  0.031  0.041  0.062  0.026       50
 18:     0.038  0.069  0.028  0.047  0.041  0.055  0.014  0.120  0.358  0.017  0.016  0.039  0.064  0.095       44
 19:     0.021  0.007  0.030  0.050  0.035  0.037  0.030  0.017  0.048  0.019  0.001  0.035  0.643  0.025       50
 20:     0.032  0.059  0.061  0.045  0.031  0.015  0.040  0.043  0.529  0.035  0.008  0.029  0.018  0.055       50
 21:     0.019  0.006  0.020  0.007  0.035  0.019  0.775  0.013  0.017  0.008  0.008  0.053  0.014  0.008       48
 22:     0.026  0.017  0.055  0.127  0.038  0.027  0.132  0.046  0.020  0.025  0.018  0.060  0.376  0.033       50
 23:     0.052  0.051  0.065  0.122  0.032  0.062  0.026  0.096  0.306  0.020  0.019  0.051  0.054  0.043       49
 24:     0.040  0.007  0.041  0.088  0.025  0.017  0.015  0.011  0.058  0.008  0.011  0.061  0.605  0.013       50
 25:     0.079  0.039  0.055  0.079  0.039  0.056  0.014  0.050  0.271  0.124  0.006  0.068  0.062  0.058       50
 26:     0.035  0.069  0.026  0.086  0.046  0.033  0.104  0.074  0.225  0.068  0.037  0.067  0.057  0.073       50
 27:     0.054  0.017  0.036  0.069  0.033  0.094  0.309  0.098  0.025  0.026  0.017  0.113  0.072  0.037       55
 28:     0.021  0.014  0.023  0.087  0.028  0.390  0.180  0.031  0.041  0.049  0.027  0.032  0.006  0.069       50
 29:     0.023  0.099  0.206  0.188  0.072  0.020  0.025  0.036  0.088  0.058  0.017  0.037  0.086  0.046      108
 30:     0.027  0.098  0.129  0.164  0.070  0.063  0.035  0.063  0.062  0.060  0.031  0.058  0.063  0.077      109
 31:     0.024  0.003  0.058  0.181  0.013  0.036  0.024  0.074  0.367  0.049  0.011  0.058  0.051  0.051       49
 32:     0.004  0.055  0.049  0.392  0.024  0.054  0.030  0.045  0.045  0.034  0.019  0.082  0.138  0.030       50
 33:     0.095  0.024  0.020  0.078  0.021  0.498  0.050  0.053  0.021  0.023  0.046  0.038  0.020  0.014       50
 34:     0.074  0.011  0.028  0.055  0.031  0.192  0.202  0.104  0.010  0.078  0.029  0.075  0.046  0.065       50
 35:     0.046  0.028  0.035  0.080  0.049  0.238  0.117  0.024  0.053  0.052  0.006  0.047  0.205  0.019       50
 36:     0.042  0.021  0.038  0.079  0.019  0.026  0.008  0.029  0.136  0.020  0.008  0.007  0.557  0.010       39
 37:     0.047  0.032  0.047  0.069  0.047  0.103  0.050  0.071  0.157  0.075  0.014  0.130  0.126  0.035       47
 38:     0.030  0.040  0.066  0.191  0.037  0.030  0.039  0.046  0.209  0.023  0.025  0.113  0.094  0.055       67
 39:     0.037  0.023  0.015  0.037  0.024  0.045  0.021  0.006  0.005  0.071  0.014  0.005  0.672  0.023       34
 40:     0.024  0.045  0.065  0.054  0.028  0.015  0.020  0.075  0.269  0.042  0.028  0.122  0.130  0.082       58
 41:     0.062  0.013  0.050  0.106  0.058  0.068  0.086  0.034  0.165  0.083  0.010  0.107  0.101  0.057       86
 42:     0.044  0.055  0.079  0.105  0.102  0.065  0.047  0.025  0.145  0.055  0.014  0.060  0.119  0.084       44
 43:     0.018  0.053  0.028  0.015  0.030  0.022  0.006  0.030  0.655  0.042  0.025  0.008  0.045  0.024       44
 44:     0.040  0.045  0.057  0.047  0.031  0.066  0.370  0.049  0.061  0.054  0.012  0.035  0.041  0.093       50
 45:     0.021  0.019  0.081  0.115  0.064  0.076  0.027  0.060  0.322  0.047  0.020  0.037  0.075  0.037       35
 46:     0.049  0.042  0.061  0.184  0.033  0.136  0.097  0.073  0.056  0.013  0.034  0.071  0.105  0.047       50
 47:     0.003  0.017  0.018  0.052  0.032  0.094  0.018  0.007  0.017  0.048  0.018  0.014  0.654  0.008       36
 48:     0.076  0.028  0.034  0.069  0.070  0.159  0.176  0.039  0.038  0.048  0.012  0.029  0.176  0.045       53
 49:     0.045  0.008  0.021  0.017  0.011  0.028  0.641  0.047  0.070  0.018  0.012  0.030  0.018  0.033       57
 50:     0.043  0.038  0.029  0.046  0.047  0.082  0.255  0.064  0.016  0.071  0.006  0.216  0.047  0.041       49
 51:     0.038  0.068  0.021  0.234  0.028  0.155  0.062  0.058  0.028  0.055  0.044  0.073  0.118  0.019       42
 52:     0.067  0.047  0.079  0.123  0.003  0.019  0.030  0.055  0.380  0.044  0.021  0.043  0.055  0.035       50
 53:     0.034  0.046  0.383  0.127  0.063  0.027  0.015  0.041  0.067  0.050  0.023  0.031  0.084  0.009       50
 54:     0.007  0.106  0.170  0.132  0.124  0.119  0.021  0.026  0.055  0.076  0.024  0.040  0.089  0.011       44
 55:     0.021  0.093  0.208  0.142  0.094  0.067  0.013  0.015  0.029  0.084  0.016  0.057  0.120  0.041       50
 56:     0.015  0.002  0.819  0.038  0.016  0.001  0.010  0.006  0.005  0.014  0.024  0.021  0.009  0.020       30
 57:     0.024  0.036  0.077  0.191  0.075  0.122  0.035  0.021  0.068  0.088  0.011  0.074  0.149  0.028       50
 58:     0.015  0.091  0.172  0.067  0.097  0.036  0.037  0.046  0.076  0.033  0.016  0.112  0.159  0.041       50
 59:     0.022  0.063  0.257  0.081  0.041  0.089  0.010  0.013  0.161  0.072  0.032  0.034  0.086  0.040       33
 60:     0.099  0.145  0.065  0.038  0.045  0.112  0.027  0.021  0.068  0.107  0.048  0.009  0.144  0.072        9
 61:     0.037  0.059  0.105  0.271  0.072  0.029  0.030  0.030  0.090  0.048  0.040  0.049  0.116  0.023       50
 62:     0.001  0.076  0.233  0.319  0.069  0.035  0.029  0.012  0.092  0.051  0.007  0.025  0.043  0.008       32
 63:     0.026  0.100  0.149  0.205  0.081  0.074  0.032  0.017  0.055  0.042  0.031  0.104  0.066  0.019       50
 64:     0.045  0.103  0.457  0.034  0.018  0.017  0.004  0.029  0.069  0.079  0.018  0.040  0.062  0.025       50
 65:     0.014  0.059  0.753  0.012  0.021  0.044  0.031  0.008  0.008  0.009  0.011  0.011  0.007  0.014       29
 66:     0.016  0.127  0.151  0.201  0.096  0.059  0.027  0.048  0.100  0.043  0.015  0.034  0.045  0.038       50
 67:     0.031  0.088  0.352  0.064  0.039  0.025  0.015  0.047  0.081  0.060  0.023  0.077  0.029  0.067       31
 68:     0.003  0.092  0.228  0.131  0.061  0.052  0.029  0.026  0.118  0.062  0.033  0.041  0.071  0.053       27
 69:     0.032  0.077  0.122  0.172  0.096  0.083  0.035  0.063  0.050  0.071  0.056  0.007  0.099  0.038       20
 70:     0.030  0.072  0.249  0.075  0.076  0.055  0.029  0.057  0.113  0.073  0.018  0.070  0.062  0.021       50
 71:     0.019  0.048  0.057  0.173  0.060  0.058  0.026  0.016  0.201  0.089  0.031  0.074  0.103  0.046       50
 72:     0.018  0.053  0.495  0.022  0.052  0.106  0.010  0.015  0.055  0.011  0.011  0.056  0.071  0.025       37
 73:     0.087  0.021  0.028  0.043  0.024  0.064  0.417  0.058  0.053  0.020  0.019  0.047  0.079  0.037       81
 74:     0.371  0.042  0.022  0.022  0.028  0.026  0.064  0.091  0.030  0.033  0.040  0.086  0.040  0.107       50
 75:     0.099  0.033  0.127  0.072  0.058  0.015  0.030  0.032  0.096  0.038  0.032  0.094  0.110  0.164       50
 76:     0.159  0.060  0.030  0.054  0.053  0.065  0.046  0.117  0.066  0.053  0.026  0.124  0.022  0.127       89
 77:     0.026  0.028  0.026  0.018  0.024  0.039  0.014  0.036  0.013  0.029  0.019  0.694  0.022  0.012      100
 78:     0.125  0.026  0.014  0.061  0.031  0.044  0.477  0.044  0.016  0.030  0.016  0.045  0.028  0.042       94
 79:     0.032  0.018  0.017  0.019  0.023  0.021  0.035  0.049  0.056  0.031  0.024  0.563  0.093  0.020      100
 80:     0.488  0.023  0.021  0.035  0.015  0.020  0.032  0.086  0.002  0.011  0.011  0.109  0.039  0.108       50
 81:     0.262  0.048  0.059  0.081  0.043  0.025  0.024  0.072  0.039  0.058  0.032  0.147  0.077  0.031      100
 82:     0.042  0.065  0.071  0.042  0.081  0.078  0.024  0.077  0.052  0.135  0.025  0.134  0.057  0.118       98
 83:     0.009  0.012  0.020  0.005  0.008  0.045  0.024  0.017  0.011  0.022  0.028  0.029  0.019  0.752       50
 84:     0.058  0.018  0.015  0.017  0.012  0.026  0.710  0.045  0.007  0.007  0.011  0.019  0.013  0.043       99
 85:     0.035  0.060  0.062  0.049  0.046  0.089  0.045  0.097  0.088  0.087  0.019  0.170  0.042  0.110       99
 86:     0.083  0.023  0.009  0.041  0.019  0.061  0.019  0.551  0.022  0.012  0.021  0.078  0.040  0.021      100
 87:     0.098  0.013  0.027  0.018  0.032  0.034  0.008  0.552  0.029  0.037  0.023  0.028  0.045  0.055      100
 88:     0.450  0.029  0.017  0.049  0.024  0.022  0.022  0.037  0.023  0.036  0.024  0.057  0.040  0.171      100
 89:     0.131  0.059  0.057  0.019  0.058  0.097  0.032  0.093  0.065  0.081  0.053  0.112  0.031  0.112       99
 90:     0.278  0.045  0.040  0.043  0.049  0.035  0.093  0.070  0.050  0.019  0.014  0.113  0.078  0.072       48
 91:     0.031  0.032  0.023  0.102  0.054  0.022  0.546  0.048  0.013  0.002  0.028  0.048  0.021  0.028       28
 92:     0.408  0.011  0.043  0.005  0.029  0.032  0.064  0.077  0.024  0.019  0.040  0.141  0.017  0.089       50
 93:     0.648  0.020  0.032  0.024  0.020  0.030  0.057  0.031  0.024  0.007  0.017  0.048  0.018  0.023      100
 94:     0.340  0.044  0.040  0.052  0.029  0.038  0.037  0.084  0.049  0.026  0.013  0.064  0.051  0.135       50
 95:     0.044  0.034  0.050  0.044  0.012  0.114  0.403  0.055  0.031  0.052  0.020  0.097  0.021  0.024       41
 96:     0.241  0.046  0.051  0.042  0.047  0.078  0.030  0.091  0.040  0.074  0.016  0.115  0.022  0.107       81
 97:     0.346  0.039  0.027  0.068  0.024  0.040  0.030  0.059  0.017  0.069  0.033  0.107  0.035  0.105       50
 98:     0.032  0.038  0.030  0.036  0.036  0.028  0.021  0.026  0.033  0.057  0.019  0.047  0.028  0.569      100
 99:     0.072  0.067  0.074  0.067  0.076  0.057  0.035  0.035  0.079  0.067  0.026  0.089  0.036  0.219       89
100:     0.058  0.063  0.051  0.011  0.026  0.051  0.036  0.049  0.030  0.329  0.029  0.101  0.052  0.115       98
101:     0.142  0.020  0.036  0.058  0.055  0.048  0.105  0.090  0.031  0.062  0.014  0.219  0.055  0.064      100
102:     0.005  0.013  0.013  0.003  0.008  0.004  0.009  0.007  0.009  0.012  0.893  0.006  0.009  0.010       95
103:     0.045  0.065  0.018  0.050  0.043  0.057  0.016  0.126  0.050  0.061  0.012  0.070  0.093  0.295       50
104:     0.125  0.047  0.007  0.043  0.034  0.043  0.037  0.382  0.023  0.032  0.019  0.082  0.022  0.105       70
105:     0.085  0.025  0.015  0.031  0.029  0.076  0.459  0.055  0.025  0.022  0.013  0.108  0.037  0.021      100
106:     0.346  0.014  0.061  0.035  0.035  0.021  0.054  0.111  0.045  0.070  0.020  0.085  0.023  0.080       50
107:     0.018  0.021  0.043  0.022  0.021  0.012  0.037  0.661  0.015  0.021  0.024  0.046  0.011  0.047      100
108:     0.014  0.059  0.021  0.027  0.019  0.005  0.014  0.040  0.054  0.030  0.010  0.020  0.016  0.672       50
109:     0.144  0.047  0.065  0.095  0.076  0.049  0.049  0.073  0.085  0.026  0.013  0.127  0.050  0.099      100
110:     0.036  0.020  0.024  0.051  0.027  0.095  0.451  0.007  0.041  0.036  0.035  0.080  0.052  0.045       41
111:     0.056  0.053  0.016  0.032  0.022  0.110  0.422  0.039  0.019  0.032  0.018  0.091  0.056  0.034      100
112:     0.102  0.073  0.041  0.015  0.016  0.039  0.041  0.024  0.046  0.044  0.011  0.154  0.019  0.377       50
