This is a job step 6


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals
 42:     0.167  0.068  0.044  0.279  0.330  0.113       44
 43:     0.029  0.103  0.035  0.128  0.664  0.041       44
 44:     0.085  0.074  0.546  0.076  0.091  0.127       50
 45:     0.078  0.070  0.125  0.196  0.436  0.095       35
 46:     0.106  0.056  0.197  0.178  0.308  0.155       50
 47:     0.139  0.068  0.078  0.124  0.492  0.098       36
 48:     0.090  0.096  0.509  0.057  0.135  0.113       53
 49:     0.038  0.057  0.747  0.021  0.086  0.052       57
 50:     0.060  0.091  0.552  0.081  0.119  0.097       49
 51:     0.273  0.159  0.206  0.114  0.198  0.050       42
 52:     0.088  0.082  0.124  0.155  0.391  0.160       50
 53:     0.129  0.043  0.051  0.595  0.142  0.040       50
 54:     0.171  0.090  0.028  0.508  0.103  0.100       44
 55:     0.191  0.062  0.076  0.313  0.299  0.058       50
 56:     0.057  0.022  0.035  0.851  0.016  0.018       30
 57:     0.168  0.047  0.096  0.270  0.298  0.120       50
 58:     0.229  0.091  0.061  0.365  0.194  0.060       50
 59:     0.144  0.115  0.028  0.466  0.149  0.098       33
 60:     0.022  0.062  0.063  0.460  0.384  0.010        9
 61:     0.197  0.086  0.101  0.383  0.181  0.052       50
 62:     0.279  0.017  0.053  0.401  0.189  0.061       32
 63:     0.210  0.048  0.065  0.476  0.156  0.044       50
 64:     0.094  0.065  0.024  0.617  0.122  0.078       50
 65:     0.070  0.025  0.042  0.798  0.043  0.022       29
 66:     0.156  0.086  0.086  0.430  0.198  0.044       50
 67:     0.060  0.190  0.024  0.494  0.185  0.048       31
 68:     0.205  0.064  0.088  0.475  0.141  0.026       27
 69:     0.238  0.068  0.033  0.307  0.236  0.118       20
 70:     0.175  0.094  0.034  0.376  0.260  0.062       50
 71:     0.104  0.044  0.087  0.161  0.538  0.067       50
 72:     0.150  0.041  0.051  0.610  0.085  0.063       37
 73:     0.092  0.065  0.611  0.045  0.088  0.100       81
 74:     0.067  0.201  0.061  0.038  0.057  0.575       50
 75:     0.132  0.211  0.057  0.188  0.178  0.233       50
 76:     0.084  0.193  0.088  0.064  0.155  0.415       89
 77:     0.094  0.539  0.081  0.095  0.083  0.106      100
 78:     0.032  0.099  0.635  0.042  0.050  0.141       94
 79:     0.064  0.129  0.131  0.052  0.328  0.296      100
 80:     0.056  0.175  0.145  0.080  0.059  0.484       50
 81:     0.113  0.156  0.055  0.073  0.202  0.401      100
 82:     0.101  0.201  0.064  0.246  0.177  0.212       98
 83:     0.039  0.110  0.049  0.013  0.029  0.759       50
 84:     0.023  0.035  0.840  0.026  0.039  0.038       99
 85:     0.124  0.207  0.091  0.150  0.167  0.261       99
 86:     0.101  0.594  0.094  0.031  0.080  0.101      100
 87:     0.044  0.625  0.046  0.062  0.090  0.133      100
 88:     0.074  0.103  0.068  0.049  0.078  0.627      100
 89:     0.123  0.270  0.141  0.083  0.118  0.265       99
 90:     0.109  0.201  0.146  0.062  0.071  0.411       48
 91:     0.058  0.040  0.674  0.068  0.048  0.112       28
 92:     0.056  0.267  0.111  0.072  0.017  0.476       50
 93:     0.049  0.078  0.147  0.045  0.069  0.612      100
 94:     0.055  0.171  0.048  0.044  0.118  0.564       50
 95:     0.072  0.015  0.632  0.083  0.150  0.048       41
 96:     0.133  0.195  0.082  0.097  0.113  0.379       81
 97:     0.048  0.178  0.118  0.049  0.037  0.571       50
 98:     0.093  0.115  0.071  0.173  0.141  0.407      100
 99:     0.168  0.108  0.077  0.172  0.164  0.311       89
100:     0.047  0.246  0.086  0.249  0.158  0.214       98
101:     0.089  0.175  0.198  0.115  0.114  0.310      100
102:     0.019  0.919  0.019  0.009  0.013  0.020       95
103:     0.136  0.159  0.068  0.222  0.216  0.199       50
104:     0.089  0.276  0.109  0.054  0.097  0.374       70
105:     0.045  0.104  0.656  0.036  0.036  0.122      100
106:     0.075  0.204  0.127  0.044  0.076  0.474       50
107:     0.032  0.660  0.069  0.048  0.099  0.092      100
108:     0.035  0.026  0.033  0.119  0.105  0.681       50
109:     0.160  0.213  0.085  0.140  0.128  0.274      100
110:     0.064  0.045  0.707  0.034  0.086  0.063       41
111:     0.043  0.104  0.619  0.039  0.098  0.096      100
112:     0.087  0.084  0.063  0.071  0.115  0.579       50
113:     0.027  0.599  0.076  0.074  0.069  0.156       97
114:     0.095  0.136  0.514  0.092  0.077  0.085      100
115:     0.076  0.137  0.117  0.055  0.043  0.572       49
116:     0.092  0.157  0.137  0.068  0.099  0.448      100
117:     0.127  0.107  0.184  0.111  0.129  0.342       50
118:     0.091  0.089  0.083  0.079  0.116  0.542      100
119:     0.127  0.154  0.119  0.154  0.122  0.324       90
120:     0.232  0.079  0.141  0.203  0.201  0.145       70
121:     0.056  0.107  0.053  0.264  0.412  0.109       82
122:     0.085  0.153  0.070  0.517  0.130  0.045       66
123:     0.124  0.217  0.049  0.089  0.427  0.094       28
124:     0.788  0.033  0.043  0.017  0.099  0.019       44
125:     0.789  0.021  0.047  0.053  0.046  0.043       60
126:     0.800  0.050  0.043  0.051  0.028  0.029       83
127:     0.796  0.041  0.033  0.027  0.061  0.043       49
128:     0.798  0.029  0.035  0.065  0.037  0.036       84
129:     0.649  0.050  0.056  0.135  0.074  0.035       53
130:     0.721  0.061  0.018  0.088  0.096  0.016       58
131:     0.679  0.044  0.033  0.141  0.070  0.033       78
132:     0.697  0.082  0.036  0.064  0.073  0.048       59
133:     0.657  0.036  0.021  0.108  0.132  0.046       41
134:     0.544  0.140  0.035  0.115  0.130  0.036       42
135:     0.501  0.026  0.046  0.252  0.071  0.104       30
136:     0.510  0.067  0.028  0.234  0.138  0.025       53
137:     0.056  0.156  0.052  0.115  0.489  0.133       58
138:     0.180  0.118  0.045  0.295  0.251  0.111       84
139:     0.069  0.060  0.046  0.686  0.085  0.055       81
140:     0.032  0.022  0.006  0.084  0.825  0.031       30
141:     0.027  0.039  0.035  0.459  0.298  0.143       37
142:     0.053  0.035  0.041  0.586  0.241  0.044       46
143:     0.083  0.182  0.022  0.565  0.096  0.052       55
144:     0.098  0.028  0.036  0.654  0.112  0.072       52
145:     0.052  0.055  0.037  0.691  0.105  0.059       73
146:     0.147  0.080  0.054  0.511  0.116  0.093       73
147:     0.055  0.060  0.036  0.651  0.123  0.075       53
148:     0.122  0.050  0.029  0.596  0.115  0.089       52
149:     0.073  0.044  0.012  0.603  0.215  0.053       44
150:     0.094  0.080  0.046  0.553  0.151  0.076       80
151:     0.140  0.103  0.035  0.479  0.140  0.104       49
152:     0.103  0.146  0.153  0.078  0.402  0.118       34
153:     0.298  0.116  0.072  0.201  0.130  0.184      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
190000:    1.00    0.095    0.019 0.015 0.024 0.014 0.012 0.011    0.024 0.038 0.018 0.017 0.027 0.026 0.017 0.014 0.010 0.039 0.025 0.022 0.011 0.018 0.015   -677445    0 
191000:    1.00    0.095    0.017 0.013 0.023 0.017 0.014 0.009    0.026 0.037 0.017 0.016 0.026 0.027 0.017 0.015 0.010 0.038 0.025 0.021 0.010 0.019 0.015   -677479    0 
192000:    1.00    0.094    0.017 0.016 0.022 0.012 0.011 0.009    0.023 0.037 0.016 0.016 0.026 0.027 0.016 0.013 0.011 0.037 0.024 0.021 0.010 0.019 0.015   -677429    0 
193000:    1.00    0.093    0.015 0.014 0.027 0.014 0.013 0.009    0.022 0.039 0.017 0.017 0.025 0.027 0.016 0.014 0.011 0.037 0.026 0.022 0.009 0.018 0.014   -677611    0 
194000:    1.00    0.097    0.015 0.014 0.027 0.013 0.015 0.008    0.024 0.036 0.018 0.017 0.026 0.025 0.016 0.015 0.011 0.035 0.026 0.020 0.009 0.017 0.015   -677614    0 
195000:    1.00    0.101    0.016 0.015 0.022 0.016 0.016 0.011    0.024 0.035 0.017 0.017 0.024 0.025 0.017 0.015 0.011 0.036 0.025 0.019 0.010 0.018 0.016   -677668    0 
196000:    1.00    0.106    0.017 0.013 0.025 0.015 0.017 0.008    0.024 0.039 0.018 0.020 0.027 0.028 0.017 0.014 0.011 0.039 0.027 0.022 0.010 0.019 0.016   -677597    0 
197000:    1.00    0.108    0.017 0.014 0.022 0.016 0.014 0.008    0.023 0.039 0.016 0.017 0.026 0.030 0.016 0.015 0.011 0.039 0.027 0.024 0.010 0.018 0.015   -677557    0 
198000:    1.00    0.105    0.019 0.013 0.023 0.015 0.013 0.010    0.023 0.037 0.018 0.019 0.026 0.027 0.017 0.014 0.011 0.038 0.024 0.022 0.011 0.019 0.015   -677699    0 
199000:    1.00    0.103    0.014 0.015 0.020 0.015 0.013 0.010    0.025 0.039 0.017 0.018 0.028 0.029 0.017 0.015 0.013 0.037 0.026 0.021 0.009 0.020 0.015   -677415    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.124  0.042  0.215  0.324  0.199  0.096       45
  2:     0.021  0.025  0.889  0.011  0.035  0.019       50
  3:     0.176  0.218  0.270  0.062  0.229  0.045       48
  4:     0.237  0.085  0.215  0.147  0.233  0.084       50
  5:     0.130  0.111  0.035  0.127  0.519  0.079       50
  6:     0.224  0.090  0.098  0.143  0.352  0.092       49
  7:     0.154  0.061  0.063  0.189  0.378  0.155       43
  8:     0.072  0.101  0.025  0.148  0.605  0.048       46
  9:     0.177  0.230  0.203  0.115  0.173  0.103       60
 10:     0.090  0.149  0.097  0.182  0.365  0.117       38
 11:     0.067  0.059  0.091  0.106  0.570  0.107       50
 12:     0.086  0.021  0.068  0.076  0.656  0.093       48
 13:     0.143  0.146  0.191  0.208  0.149  0.163       50
 14:     0.076  0.107  0.633  0.044  0.089  0.052       57
 15:     0.191  0.135  0.349  0.075  0.198  0.053       48
 16:     0.016  0.026  0.857  0.013  0.047  0.041       48
 17:     0.231  0.162  0.283  0.127  0.114  0.082       50
 18:     0.157  0.095  0.045  0.201  0.426  0.077       44
 19:     0.098  0.060  0.054  0.144  0.564  0.079       50
 20:     0.047  0.087  0.047  0.147  0.618  0.054       50
 21:     0.028  0.058  0.847  0.011  0.026  0.031       48
 22:     0.165  0.035  0.245  0.125  0.300  0.131       50
 23:     0.133  0.116  0.045  0.109  0.468  0.130       49
 24:     0.102  0.073  0.155  0.089  0.530  0.051       50
 25:     0.081  0.094  0.065  0.130  0.412  0.218       50
 26:     0.156  0.139  0.156  0.161  0.291  0.098       50
 27:     0.110  0.135  0.528  0.044  0.039  0.144       55
 28:     0.095  0.056  0.571  0.063  0.094  0.120       50
 29:     0.223  0.093  0.056  0.316  0.253  0.059      108
 30:     0.223  0.104  0.061  0.316  0.208  0.088      109
 31:     0.143  0.061  0.039  0.230  0.427  0.099       49
 32:     0.150  0.071  0.144  0.272  0.242  0.122       50
 33:     0.122  0.302  0.129  0.057  0.295  0.095       50
 34:     0.069  0.146  0.478  0.041  0.072  0.193       50
 35:     0.195  0.111  0.266  0.065  0.296  0.067       50
 36:     0.184  0.038  0.040  0.065  0.609  0.064       39
 37:     0.092  0.132  0.122  0.118  0.383  0.153       47
 38:     0.159  0.107  0.077  0.130  0.465  0.061       67
 39:     0.042  0.091  0.051  0.079  0.659  0.077       34
 40:     0.106  0.175  0.043  0.131  0.430  0.115       58
 41:     0.173  0.107  0.118  0.131  0.346  0.123       86
 42:     0.148  0.085  0.066  0.152  0.439  0.109       44
 43:     0.088  0.163  0.032  0.109  0.569  0.040       44
 44:     0.060  0.097  0.613  0.070  0.078  0.082       50
 45:     0.168  0.121  0.119  0.173  0.336  0.082       35
 46:     0.194  0.082  0.189  0.135  0.285  0.115       50
 47:     0.215  0.047  0.131  0.039  0.426  0.141       36
 48:     0.154  0.065  0.496  0.041  0.151  0.092       53
 49:     0.038  0.066  0.768  0.038  0.051  0.040       57
 50:     0.103  0.077  0.505  0.074  0.092  0.148       49
 51:     0.248  0.198  0.225  0.067  0.177  0.084       42
 52:     0.054  0.027  0.079  0.163  0.500  0.177       50
 53:     0.153  0.058  0.079  0.461  0.192  0.057       50
 54:     0.296  0.060  0.040  0.424  0.119  0.061       44
 55:     0.230  0.091  0.103  0.269  0.232  0.075       50
 56:     0.127  0.039  0.029  0.756  0.025  0.024       30
 57:     0.283  0.114  0.103  0.188  0.199  0.112       50
 58:     0.269  0.118  0.079  0.311  0.143  0.081       50
 59:     0.220  0.097  0.038  0.382  0.178  0.085       33
 60:     0.057  0.024  0.000  0.614  0.179  0.126        9
 61:     0.219  0.153  0.070  0.313  0.178  0.067       50
 62:     0.287  0.032  0.061  0.450  0.125  0.044       32
 63:     0.228  0.101  0.113  0.408  0.101  0.050       50
 64:     0.078  0.068  0.014  0.613  0.132  0.094       50
 65:     0.109  0.022  0.041  0.794  0.018  0.016       29
 66:     0.205  0.077  0.085  0.419  0.178  0.037       50
 67:     0.170  0.114  0.017  0.444  0.188  0.067       31
 68:     0.159  0.109  0.065  0.403  0.169  0.094       27
 69:     0.233  0.135  0.039  0.252  0.260  0.082       20
 70:     0.149  0.085  0.079  0.443  0.150  0.095       50
 71:     0.145  0.076  0.094  0.103  0.478  0.104       50
 72:     0.120  0.043  0.066  0.555  0.148  0.067       37
 73:     0.082  0.060  0.610  0.055  0.123  0.070       81
 74:     0.056  0.095  0.072  0.084  0.085  0.609       50
 75:     0.175  0.091  0.088  0.159  0.200  0.288       50
 76:     0.122  0.171  0.123  0.092  0.115  0.377       89
 77:     0.095  0.523  0.077  0.102  0.096  0.106      100
 78:     0.051  0.051  0.691  0.058  0.036  0.112       94
 79:     0.100  0.110  0.142  0.061  0.217  0.369      100
 80:     0.062  0.107  0.102  0.052  0.029  0.648       50
 81:     0.148  0.150  0.046  0.094  0.217  0.344      100
 82:     0.118  0.270  0.102  0.205  0.155  0.151       98
 83:     0.060  0.123  0.051  0.061  0.041  0.664       50
 84:     0.021  0.037  0.796  0.015  0.050  0.081       99
 85:     0.129  0.207  0.097  0.176  0.148  0.242       99
 86:     0.061  0.643  0.078  0.034  0.074  0.110      100
 87:     0.054  0.590  0.061  0.049  0.074  0.172      100
 88:     0.070  0.109  0.062  0.029  0.046  0.683      100
 89:     0.151  0.299  0.112  0.038  0.151  0.250       99
 90:     0.092  0.098  0.110  0.058  0.150  0.491       48
 91:     0.062  0.058  0.710  0.070  0.033  0.066       28
 92:     0.101  0.230  0.141  0.030  0.040  0.458       50
 93:     0.041  0.134  0.143  0.054  0.040  0.588      100
 94:     0.059  0.051  0.068  0.046  0.118  0.658       50
 95:     0.124  0.097  0.595  0.068  0.036  0.081       41
 96:     0.104  0.240  0.083  0.083  0.122  0.368       81
 97:     0.052  0.197  0.104  0.082  0.053  0.512       50
 98:     0.054  0.130  0.065  0.164  0.109  0.477      100
 99:     0.145  0.164  0.090  0.144  0.134  0.323       89
100:     0.091  0.333  0.088  0.193  0.145  0.150       98
101:     0.098  0.206  0.159  0.082  0.103  0.352      100
102:     0.016  0.928  0.015  0.022  0.011  0.008       95
103:     0.099  0.196  0.051  0.194  0.243  0.217       50
104:     0.063  0.285  0.101  0.068  0.078  0.405       70
105:     0.062  0.093  0.644  0.045  0.049  0.108      100
106:     0.082  0.153  0.099  0.020  0.144  0.503       50
107:     0.067  0.616  0.097  0.058  0.060  0.102      100
108:     0.028  0.090  0.038  0.102  0.066  0.676       50
109:     0.165  0.229  0.087  0.178  0.088  0.254      100
110:     0.053  0.087  0.638  0.052  0.091  0.079       41
111:     0.093  0.065  0.604  0.036  0.075  0.126      100
112:     0.033  0.103  0.071  0.135  0.080  0.577       50
113:     0.041  0.566  0.054  0.069  0.045  0.225       97
114:     0.092  0.124  0.530  0.088  0.068  0.100      100
115:     0.071  0.164  0.169  0.054  0.061  0.481       49
116:     0.068  0.184  0.101  0.059  0.126  0.462      100
117:     0.124  0.105  0.218  0.061  0.115  0.377       50
118:     0.078  0.093  0.089  0.063  0.077  0.598      100
119:     0.163  0.186  0.125  0.134  0.104  0.286       90
120:     0.278  0.080  0.094  0.243  0.196  0.109       70
121:     0.079  0.080  0.026  0.303  0.403  0.109       82
122:     0.110  0.238  0.050  0.443  0.111  0.048       66
123:     0.096  0.069  0.052  0.018  0.663  0.102       28
124:     0.760  0.034  0.067  0.025  0.058  0.056       44
125:     0.798  0.023  0.038  0.056  0.039  0.047       60
126:     0.766  0.050  0.036  0.074  0.033  0.041       83
127:     0.832  0.046  0.048  0.028  0.025  0.021       49
128:     0.880  0.011  0.020  0.029  0.041  0.019       84
129:     0.593  0.078  0.058  0.101  0.086  0.083       53
130:     0.748  0.055  0.020  0.075  0.069  0.032       58
131:     0.620  0.091  0.030  0.149  0.065  0.045       78
132:     0.713  0.064  0.024  0.080  0.077  0.044       59
133:     0.654  0.094  0.042  0.094  0.081  0.035       41
134:     0.485  0.219  0.037  0.136  0.073  0.050       42
135:     0.433  0.085  0.035  0.336  0.086  0.025       30
136:     0.564  0.073  0.018  0.236  0.054  0.056       53
137:     0.086  0.161  0.066  0.135  0.409  0.144       58
138:     0.180  0.140  0.066  0.248  0.242  0.124       84
139:     0.086  0.058  0.038  0.644  0.128  0.046       81
140:     0.043  0.016  0.029  0.073  0.789  0.050       30
141:     0.086  0.145  0.035  0.451  0.264  0.020       37
142:     0.142  0.064  0.015  0.619  0.146  0.015       46
143:     0.050  0.123  0.075  0.608  0.097  0.049       55
144:     0.092  0.118  0.034  0.558  0.127  0.070       52
145:     0.052  0.046  0.038  0.728  0.073  0.062       73
146:     0.145  0.104  0.068  0.502  0.127  0.055       73
147:     0.086  0.082  0.042  0.603  0.163  0.024       53
148:     0.150  0.074  0.050  0.534  0.104  0.087       52
149:     0.058  0.034  0.015  0.577  0.223  0.093       44
150:     0.129  0.085  0.058  0.532  0.132  0.064       80
151:     0.114  0.123  0.041  0.563  0.077  0.082       49
152:     0.121  0.115  0.107  0.092  0.394  0.170       34
153:     0.245  0.182  0.083  0.154  0.162  0.173      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
200000:    1.00    0.102    0.016 0.012 0.022 0.015 0.013 0.008    0.022 0.035 0.015 0.016 0.026 0.026 0.015 0.013 0.010 0.037 0.025 0.023 0.010 0.020 0.015   -677679    0 
201000:    1.00    0.099    0.016 0.017 0.023 0.015 0.015 0.009    0.024 0.038 0.015 0.017 0.025 0.029 0.016 0.014 0.012 0.040 0.028 0.026 0.010 0.019 0.016   -677309    0 
202000:    1.00    0.101    0.017 0.016 0.020 0.018 0.015 0.009    0.024 0.037 0.016 0.017 0.026 0.028 0.017 0.015 0.011 0.039 0.025 0.023 0.012 0.019 0.016   -677248    0 
203000:    1.00    0.099    0.016 0.014 0.022 0.015 0.013 0.010    0.025 0.036 0.017 0.017 0.028 0.026 0.018 0.014 0.011 0.037 0.024 0.022 0.010 0.020 0.016   -677353    0 
204000:    1.00    0.098    0.017 0.013 0.027 0.017 0.017 0.010    0.024 0.038 0.018 0.017 0.027 0.026 0.017 0.014 0.011 0.038 0.025 0.022 0.010 0.019 0.016   -677456    0 
205000:    1.00    0.098    0.017 0.015 0.022 0.015 0.014 0.008    0.023 0.036 0.017 0.018 0.026 0.028 0.017 0.015 0.011 0.039 0.026 0.021 0.011 0.020 0.014   -677450    0 
206000:    1.00    0.100    0.015 0.017 0.023 0.013 0.016 0.010    0.025 0.037 0.017 0.017 0.026 0.027 0.017 0.016 0.011 0.038 0.025 0.023 0.010 0.020 0.016   -677587    0 
207000:    1.00    0.098    0.018 0.014 0.022 0.017 0.013 0.009    0.025 0.038 0.017 0.017 0.025 0.028 0.017 0.015 0.011 0.037 0.026 0.022 0.011 0.017 0.015   -677442    0 
208000:    1.00    0.099    0.016 0.013 0.028 0.014 0.013 0.008    0.023 0.036 0.017 0.017 0.026 0.028 0.017 0.015 0.012 0.037 0.025 0.020 0.011 0.021 0.015   -677532    0 
209000:    1.00    0.095    0.018 0.014 0.022 0.018 0.012 0.010    0.024 0.036 0.018 0.017 0.027 0.028 0.017 0.013 0.011 0.038 0.025 0.021 0.010 0.020 0.014   -677499    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.157  0.046  0.182  0.300  0.179  0.136       45
  2:     0.016  0.013  0.899  0.015  0.032  0.025       50
  3:     0.116  0.163  0.290  0.054  0.285  0.093       48
  4:     0.194  0.073  0.200  0.135  0.273  0.125       50
  5:     0.123  0.166  0.057  0.135  0.411  0.109       50
  6:     0.183  0.066  0.096  0.092  0.385  0.178       49
  7:     0.182  0.065  0.078  0.176  0.391  0.108       43
  8:     0.080  0.065  0.034  0.191  0.575  0.055       46
  9:     0.159  0.196  0.232  0.148  0.190  0.074       60
 10:     0.099  0.092  0.088  0.165  0.403  0.154       38
 11:     0.060  0.064  0.066  0.186  0.564  0.061       50
 12:     0.096  0.078  0.084  0.094  0.608  0.040       48
 13:     0.125  0.144  0.216  0.143  0.248  0.125       50
 14:     0.072  0.067  0.613  0.027  0.135  0.085       57
 15:     0.199  0.168  0.414  0.059  0.118  0.042       48
 16:     0.028  0.022  0.872  0.027  0.014  0.037       48
 17:     0.194  0.179  0.252  0.112  0.180  0.083       50
 18:     0.115  0.084  0.087  0.157  0.445  0.112       44
 19:     0.108  0.123  0.039  0.115  0.542  0.074       50
 20:     0.050  0.037  0.032  0.155  0.677  0.048       50
 21:     0.054  0.047  0.793  0.026  0.024  0.055       48
 22:     0.113  0.066  0.237  0.162  0.333  0.090       50
 23:     0.092  0.056  0.077  0.147  0.483  0.145       49
 24:     0.134  0.062  0.070  0.133  0.522  0.079       50
 25:     0.076  0.065  0.056  0.194  0.405  0.205       50
 26:     0.102  0.117  0.149  0.213  0.289  0.131       50
 27:     0.122  0.081  0.505  0.083  0.038  0.172       55
 28:     0.085  0.089  0.576  0.033  0.139  0.078       50
 29:     0.224  0.138  0.056  0.270  0.243  0.069      108
 30:     0.218  0.078  0.077  0.338  0.211  0.078      109
 31:     0.071  0.127  0.057  0.138  0.508  0.099       49
 32:     0.132  0.094  0.100  0.177  0.411  0.086       50
 33:     0.059  0.310  0.205  0.111  0.190  0.125       50
 34:     0.096  0.141  0.495  0.031  0.062  0.174       50
 35:     0.189  0.073  0.304  0.068  0.246  0.120       50
 36:     0.195  0.067  0.091  0.036  0.568  0.043       39
 37:     0.072  0.073  0.143  0.134  0.433  0.145       47
 38:     0.103  0.141  0.063  0.134  0.486  0.072       67
 39:     0.075  0.110  0.054  0.119  0.587  0.054       34
 40:     0.045  0.102  0.043  0.163  0.513  0.132       58
 41:     0.161  0.142  0.127  0.094  0.376  0.101       86
 42:     0.192  0.112  0.064  0.214  0.296  0.122       44
 43:     0.087  0.114  0.035  0.114  0.605  0.044       44
 44:     0.057  0.045  0.590  0.058  0.139  0.110       50
 45:     0.070  0.178  0.026  0.107  0.495  0.125       35
 46:     0.176  0.069  0.213  0.102  0.333  0.107       50
 47:     0.154  0.104  0.084  0.105  0.436  0.116       36
 48:     0.088  0.140  0.480  0.036  0.160  0.096       53
 49:     0.052  0.043  0.756  0.041  0.056  0.051       57
 50:     0.094  0.089  0.524  0.109  0.061  0.123       49
 51:     0.229  0.194  0.213  0.066  0.272  0.027       42
 52:     0.038  0.069  0.081  0.103  0.564  0.146       50
 53:     0.140  0.058  0.029  0.556  0.173  0.043       50
 54:     0.310  0.057  0.048  0.483  0.057  0.044       44
 55:     0.223  0.117  0.046  0.356  0.196  0.063       50
 56:     0.060  0.028  0.021  0.847  0.011  0.033       30
 57:     0.195  0.112  0.036  0.314  0.257  0.086       50
 58:     0.150  0.117  0.069  0.391  0.195  0.078       50
 59:     0.228  0.041  0.029  0.312  0.328  0.063       33
 60:     0.094  0.018  0.090  0.564  0.207  0.027        9
 61:     0.214  0.114  0.073  0.308  0.235  0.054       50
 62:     0.297  0.044  0.031  0.383  0.171  0.074       32
 63:     0.259  0.031  0.061  0.350  0.156  0.143       50
 64:     0.099  0.097  0.031  0.582  0.110  0.081       50
 65:     0.078  0.042  0.059  0.762  0.040  0.018       29
 66:     0.258  0.045  0.053  0.374  0.213  0.057       50
 67:     0.099  0.130  0.056  0.513  0.141  0.060       31
 68:     0.278  0.102  0.030  0.377  0.125  0.087       27
 69:     0.278  0.115  0.080  0.467  0.024  0.036       20
 70:     0.224  0.075  0.045  0.356  0.213  0.087       50
 71:     0.120  0.050  0.126  0.060  0.539  0.106       50
 72:     0.122  0.056  0.018  0.591  0.091  0.122       37
 73:     0.100  0.087  0.568  0.041  0.080  0.125       81
 74:     0.099  0.185  0.092  0.086  0.045  0.494       50
 75:     0.170  0.106  0.054  0.171  0.143  0.355       50
 76:     0.094  0.155  0.097  0.080  0.164  0.410       89
 77:     0.123  0.547  0.077  0.066  0.052  0.135      100
 78:     0.065  0.126  0.676  0.023  0.023  0.087       94
 79:     0.097  0.146  0.168  0.087  0.263  0.238      100
 80:     0.063  0.096  0.128  0.073  0.042  0.599       50
 81:     0.129  0.156  0.070  0.092  0.191  0.362      100
 82:     0.107  0.196  0.089  0.163  0.214  0.231       98
 83:     0.052  0.157  0.055  0.065  0.045  0.626       50
 84:     0.035  0.035  0.755  0.044  0.061  0.071       99
 85:     0.120  0.258  0.060  0.143  0.129  0.290       99
 86:     0.073  0.516  0.101  0.059  0.082  0.169      100
 87:     0.067  0.676  0.032  0.041  0.082  0.103      100
 88:     0.069  0.122  0.062  0.062  0.055  0.630      100
 89:     0.114  0.229  0.105  0.107  0.102  0.343       99
