This is a job step 6


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals
 46:     0.082  0.203  0.247  0.216  0.141  0.111       50
 47:     0.081  0.088  0.559  0.132  0.046  0.093       36
 48:     0.087  0.144  0.165  0.449  0.061  0.094       53
 49:     0.026  0.048  0.081  0.784  0.031  0.030       57
 50:     0.121  0.110  0.098  0.457  0.113  0.101       49
 51:     0.253  0.184  0.248  0.171  0.096  0.049       42
 52:     0.073  0.043  0.481  0.101  0.185  0.117       50
 53:     0.055  0.263  0.149  0.044  0.452  0.037       50
 54:     0.079  0.311  0.094  0.093  0.387  0.038       44
 55:     0.136  0.142  0.193  0.085  0.349  0.095       50
 56:     0.029  0.112  0.031  0.031  0.786  0.011       30
 57:     0.076  0.162  0.277  0.050  0.362  0.073       50
 58:     0.096  0.237  0.158  0.044  0.403  0.062       50
 59:     0.090  0.131  0.151  0.061  0.491  0.076       33
 60:     0.030  0.072  0.324  0.017  0.519  0.038        9
 61:     0.108  0.351  0.219  0.048  0.225  0.050       50
 62:     0.012  0.290  0.135  0.050  0.473  0.040       32
 63:     0.044  0.251  0.153  0.082  0.385  0.086       50
 64:     0.068  0.098  0.106  0.038  0.635  0.054       50
 65:     0.036  0.089  0.028  0.043  0.764  0.040       29
 66:     0.057  0.285  0.167  0.072  0.350  0.069       50
 67:     0.152  0.128  0.112  0.065  0.490  0.054       31
 68:     0.028  0.334  0.111  0.044  0.400  0.083       27
 69:     0.091  0.193  0.222  0.110  0.297  0.086       20
 70:     0.091  0.159  0.222  0.045  0.431  0.053       50
 71:     0.060  0.078  0.543  0.111  0.130  0.076       50
 72:     0.045  0.139  0.114  0.057  0.535  0.111       37
 73:     0.058  0.062  0.120  0.602  0.044  0.113       81
 74:     0.149  0.073  0.034  0.123  0.079  0.542       50
 75:     0.129  0.215  0.145  0.105  0.115  0.292       50
 76:     0.177  0.136  0.154  0.067  0.063  0.403       89
 77:     0.539  0.097  0.073  0.079  0.077  0.135      100
 78:     0.073  0.042  0.037  0.689  0.029  0.130       94
 79:     0.148  0.073  0.294  0.136  0.088  0.261      100
 80:     0.076  0.049  0.045  0.100  0.030  0.701       50
 81:     0.133  0.142  0.182  0.048  0.070  0.424      100
 82:     0.191  0.116  0.173  0.118  0.214  0.188       98
 83:     0.142  0.058  0.066  0.053  0.057  0.623       50
 84:     0.047  0.031  0.062  0.765  0.024  0.071       99
 85:     0.241  0.116  0.174  0.108  0.167  0.195       99
 86:     0.481  0.072  0.053  0.126  0.059  0.209      100
 87:     0.679  0.054  0.078  0.040  0.032  0.118      100
 88:     0.132  0.054  0.086  0.084  0.043  0.602      100
 89:     0.262  0.141  0.141  0.103  0.097  0.255       99
 90:     0.214  0.143  0.087  0.153  0.050  0.353       48
 91:     0.115  0.084  0.083  0.612  0.032  0.074       28
 92:     0.197  0.078  0.051  0.105  0.085  0.485       50
 93:     0.102  0.054  0.061  0.137  0.060  0.588      100
 94:     0.071  0.099  0.125  0.058  0.041  0.605       50
 95:     0.061  0.050  0.110  0.613  0.078  0.088       41
 96:     0.132  0.123  0.105  0.065  0.126  0.449       81
 97:     0.124  0.065  0.087  0.067  0.073  0.583       50
 98:     0.175  0.096  0.100  0.060  0.228  0.340      100
 99:     0.198  0.174  0.133  0.102  0.085  0.308       89
100:     0.340  0.065  0.176  0.098  0.185  0.136       98
101:     0.169  0.083  0.123  0.213  0.121  0.292      100
102:     0.934  0.015  0.015  0.009  0.009  0.018       95
103:     0.175  0.116  0.229  0.088  0.196  0.197       50
104:     0.309  0.071  0.052  0.103  0.048  0.417       70
105:     0.055  0.074  0.042  0.683  0.032  0.114      100
106:     0.131  0.088  0.105  0.079  0.045  0.552       50
107:     0.626  0.060  0.089  0.063  0.034  0.128      100
108:     0.070  0.024  0.118  0.032  0.117  0.639       50
109:     0.188  0.129  0.143  0.117  0.148  0.275      100
110:     0.063  0.067  0.106  0.645  0.055  0.065       41
111:     0.063  0.101  0.043  0.608  0.071  0.114      100
112:     0.093  0.066  0.101  0.037  0.174  0.528       50
113:     0.610  0.027  0.076  0.062  0.048  0.178       97
114:     0.113  0.044  0.065  0.576  0.073  0.129      100
115:     0.256  0.034  0.032  0.103  0.051  0.524       49
116:     0.151  0.101  0.098  0.132  0.040  0.477      100
117:     0.175  0.107  0.131  0.184  0.072  0.330       50
118:     0.087  0.091  0.064  0.082  0.074  0.602      100
119:     0.209  0.143  0.102  0.095  0.129  0.323       90
120:     0.106  0.153  0.219  0.150  0.262  0.110       70
121:     0.120  0.059  0.375  0.038  0.280  0.128       82
122:     0.196  0.149  0.112  0.099  0.409  0.035       66
123:     0.026  0.166  0.576  0.067  0.046  0.120       28
124:     0.019  0.806  0.041  0.076  0.034  0.023       44
125:     0.030  0.796  0.042  0.035  0.057  0.040       60
126:     0.042  0.765  0.031  0.036  0.087  0.040       83
127:     0.059  0.729  0.062  0.047  0.066  0.037       49
128:     0.041  0.820  0.048  0.014  0.036  0.042       84
129:     0.085  0.556  0.113  0.038  0.153  0.055       53
130:     0.074  0.740  0.065  0.010  0.093  0.017       58
131:     0.079  0.697  0.078  0.034  0.085  0.026       78
132:     0.052  0.764  0.070  0.034  0.068  0.012       59
133:     0.013  0.748  0.075  0.043  0.074  0.047       41
134:     0.172  0.480  0.056  0.065  0.137  0.090       42
135:     0.067  0.548  0.090  0.026  0.218  0.051       30
136:     0.085  0.483  0.053  0.052  0.255  0.073       53
137:     0.067  0.077  0.373  0.111  0.160  0.212       58
138:     0.109  0.165  0.231  0.071  0.349  0.075       84
139:     0.058  0.106  0.111  0.033  0.656  0.036       81
140:     0.006  0.032  0.910  0.008  0.015  0.030       30
141:     0.089  0.044  0.282  0.025  0.519  0.041       37
142:     0.063  0.073  0.165  0.024  0.607  0.068       46
143:     0.209  0.061  0.093  0.059  0.511  0.067       55
144:     0.087  0.128  0.094  0.041  0.618  0.032       52
145:     0.038  0.075  0.070  0.033  0.754  0.030       73
146:     0.128  0.192  0.145  0.060  0.410  0.065       73
147:     0.068  0.090  0.136  0.018  0.588  0.100       53
148:     0.043  0.142  0.130  0.040  0.581  0.063       52
149:     0.054  0.055  0.213  0.029  0.560  0.088       44
150:     0.062  0.114  0.193  0.074  0.516  0.041       80
151:     0.036  0.113  0.141  0.048  0.594  0.069       49
152:     0.135  0.145  0.346  0.097  0.097  0.180       34
153:     0.168  0.318  0.153  0.069  0.150  0.142      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
340000:    1.00    0.097    0.014 0.014 0.015 0.021 0.015 0.009    0.023 0.013 0.026 0.016 0.011 0.016 0.036 0.017 0.026 0.024 0.010 0.016 0.038 0.022 0.019   -677575    0 
341000:    1.00    0.091    0.017 0.016 0.014 0.023 0.014 0.009    0.023 0.014 0.026 0.015 0.010 0.017 0.036 0.016 0.026 0.022 0.010 0.013 0.036 0.021 0.017   -677689    0 
342000:    1.00    0.089    0.014 0.016 0.014 0.018 0.016 0.009    0.023 0.014 0.026 0.014 0.011 0.017 0.037 0.017 0.025 0.023 0.009 0.014 0.034 0.019 0.016   -677521    0 
343000:    1.00    0.089    0.013 0.013 0.010 0.022 0.014 0.009    0.023 0.014 0.027 0.016 0.009 0.017 0.038 0.015 0.025 0.025 0.010 0.014 0.037 0.023 0.017   -677589    0 
344000:    1.00    0.096    0.014 0.017 0.012 0.023 0.013 0.008    0.025 0.013 0.025 0.017 0.010 0.017 0.035 0.018 0.024 0.024 0.010 0.014 0.038 0.022 0.017   -677485    0 
345000:    1.00    0.093    0.014 0.018 0.013 0.022 0.013 0.010    0.022 0.015 0.026 0.017 0.011 0.017 0.036 0.016 0.024 0.024 0.009 0.015 0.038 0.021 0.018   -677618    0 
346000:    1.00    0.090    0.012 0.017 0.013 0.020 0.015 0.008    0.023 0.014 0.028 0.016 0.012 0.016 0.035 0.017 0.026 0.023 0.010 0.015 0.036 0.020 0.018   -677582    0 
347000:    1.00    0.090    0.013 0.017 0.014 0.021 0.016 0.009    0.022 0.014 0.025 0.016 0.010 0.016 0.036 0.015 0.025 0.025 0.009 0.016 0.036 0.020 0.018   -677360    0 
348000:    1.00    0.091    0.011 0.016 0.011 0.022 0.014 0.008    0.024 0.013 0.026 0.015 0.010 0.016 0.036 0.017 0.026 0.022 0.010 0.014 0.036 0.020 0.018   -677683    0 
349000:    1.00    0.084    0.012 0.017 0.013 0.019 0.011 0.009    0.023 0.013 0.023 0.015 0.010 0.015 0.034 0.015 0.025 0.021 0.009 0.014 0.032 0.019 0.017   -677551    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.059  0.084  0.232  0.170  0.291  0.164       45
  2:     0.019  0.028  0.018  0.908  0.007  0.020       50
  3:     0.165  0.217  0.218  0.245  0.081  0.074       48
  4:     0.086  0.134  0.269  0.182  0.219  0.110       50
  5:     0.119  0.117  0.454  0.062  0.132  0.116       50
  6:     0.098  0.203  0.418  0.100  0.063  0.117       49
  7:     0.121  0.147  0.331  0.080  0.174  0.148       43
  8:     0.049  0.044  0.592  0.009  0.220  0.085       46
  9:     0.235  0.190  0.158  0.223  0.090  0.105       60
 10:     0.121  0.038  0.440  0.108  0.145  0.148       38
 11:     0.032  0.098  0.619  0.044  0.125  0.082       50
 12:     0.058  0.131  0.562  0.046  0.103  0.100       48
 13:     0.081  0.205  0.248  0.193  0.106  0.167       50
 14:     0.123  0.089  0.088  0.600  0.043  0.057       57
 15:     0.133  0.144  0.137  0.422  0.094  0.071       48
 16:     0.037  0.007  0.024  0.871  0.012  0.049       48
 17:     0.127  0.175  0.126  0.317  0.138  0.116       50
 18:     0.100  0.151  0.468  0.065  0.170  0.045       44
 19:     0.052  0.154  0.547  0.027  0.114  0.105       50
 20:     0.058  0.038  0.650  0.043  0.186  0.025       50
 21:     0.051  0.029  0.061  0.811  0.031  0.016       48
 22:     0.049  0.195  0.328  0.264  0.062  0.102       50
 23:     0.126  0.117  0.486  0.050  0.104  0.116       49
 24:     0.053  0.173  0.485  0.121  0.087  0.081       50
 25:     0.040  0.065  0.371  0.107  0.230  0.186       50
 26:     0.109  0.141  0.420  0.121  0.128  0.082       50
 27:     0.117  0.107  0.069  0.530  0.082  0.096       55
 28:     0.085  0.078  0.108  0.588  0.052  0.088       50
 29:     0.091  0.159  0.206  0.055  0.419  0.070      108
 30:     0.120  0.197  0.189  0.067  0.346  0.081      109
 31:     0.068  0.106  0.455  0.058  0.207  0.107       49
 32:     0.071  0.138  0.317  0.136  0.198  0.140       50
 33:     0.439  0.069  0.206  0.113  0.093  0.081       50
 34:     0.073  0.104  0.044  0.524  0.031  0.225       50
 35:     0.123  0.163  0.247  0.316  0.076  0.074       50
 36:     0.089  0.174  0.551  0.021  0.094  0.071       39
 37:     0.083  0.074  0.408  0.152  0.135  0.148       47
 38:     0.071  0.190  0.440  0.059  0.128  0.112       67
 39:     0.050  0.107  0.580  0.105  0.105  0.054       34
 40:     0.115  0.020  0.573  0.073  0.109  0.110       58
 41:     0.121  0.175  0.375  0.117  0.084  0.128       86
 42:     0.094  0.116  0.385  0.072  0.204  0.129       44
 43:     0.069  0.019  0.672  0.031  0.142  0.067       44
 44:     0.042  0.058  0.084  0.613  0.068  0.134       50
 45:     0.150  0.142  0.368  0.064  0.183  0.093       35
 46:     0.084  0.142  0.243  0.269  0.141  0.121       50
 47:     0.140  0.130  0.431  0.109  0.104  0.086       36
 48:     0.072  0.176  0.131  0.485  0.044  0.091       53
 49:     0.022  0.051  0.055  0.793  0.025  0.054       57
 50:     0.098  0.111  0.150  0.422  0.084  0.136       49
 51:     0.207  0.234  0.256  0.150  0.082  0.071       42
 52:     0.063  0.045  0.532  0.094  0.151  0.114       50
 53:     0.053  0.096  0.137  0.025  0.632  0.057       50
 54:     0.089  0.219  0.097  0.050  0.497  0.048       44
 55:     0.096  0.181  0.230  0.078  0.339  0.075       50
 56:     0.018  0.040  0.033  0.013  0.881  0.014       30
 57:     0.095  0.192  0.345  0.036  0.230  0.103       50
 58:     0.104  0.199  0.262  0.050  0.315  0.070       50
 59:     0.090  0.201  0.133  0.078  0.458  0.041       33
 60:     0.046  0.094  0.432  0.026  0.360  0.042        9
 61:     0.081  0.305  0.155  0.043  0.367  0.050       50
 62:     0.020  0.417  0.094  0.011  0.410  0.047       32
 63:     0.071  0.198  0.116  0.043  0.464  0.108       50
 64:     0.113  0.064  0.206  0.031  0.541  0.045       50
 65:     0.020  0.023  0.052  0.042  0.852  0.011       29
 66:     0.091  0.318  0.181  0.040  0.315  0.054       50
 67:     0.149  0.094  0.187  0.012  0.516  0.042       31
 68:     0.075  0.192  0.169  0.073  0.393  0.099       27
 69:     0.039  0.190  0.357  0.062  0.318  0.035       20
 70:     0.084  0.213  0.192  0.077  0.360  0.074       50
 71:     0.094  0.185  0.435  0.087  0.084  0.115       50
 72:     0.045  0.179  0.110  0.049  0.556  0.063       37
 73:     0.096  0.101  0.058  0.617  0.052  0.077       81
 74:     0.106  0.066  0.042  0.092  0.068  0.627       50
 75:     0.076  0.137  0.300  0.063  0.155  0.269       50
 76:     0.167  0.093  0.152  0.092  0.081  0.415       89
 77:     0.622  0.081  0.073  0.050  0.064  0.110      100
 78:     0.080  0.050  0.028  0.654  0.035  0.154       94
 79:     0.158  0.070  0.232  0.172  0.092  0.276      100
 80:     0.126  0.053  0.053  0.080  0.069  0.619       50
 81:     0.127  0.137  0.172  0.059  0.071  0.434      100
 82:     0.262  0.119  0.196  0.085  0.196  0.142       98
 83:     0.229  0.022  0.025  0.103  0.058  0.563       50
 84:     0.033  0.025  0.031  0.813  0.034  0.065       99
 85:     0.231  0.176  0.142  0.102  0.129  0.220       99
 86:     0.573  0.069  0.096  0.072  0.059  0.132      100
 87:     0.635  0.033  0.107  0.059  0.020  0.146      100
 88:     0.081  0.082  0.056  0.080  0.047  0.654      100
 89:     0.269  0.141  0.126  0.097  0.093  0.274       99
 90:     0.213  0.083  0.098  0.181  0.057  0.369       48
 91:     0.032  0.050  0.086  0.660  0.078  0.095       28
 92:     0.223  0.049  0.026  0.109  0.091  0.502       50
 93:     0.100  0.041  0.060  0.154  0.058  0.588      100
 94:     0.106  0.061  0.140  0.044  0.046  0.602       50
 95:     0.015  0.106  0.084  0.721  0.033  0.042       41
 96:     0.206  0.056  0.112  0.100  0.165  0.360       81
 97:     0.095  0.064  0.105  0.070  0.042  0.624       50
 98:     0.159  0.047  0.128  0.064  0.164  0.437      100
 99:     0.143  0.162  0.181  0.089  0.134  0.292       89
100:     0.351  0.073  0.106  0.085  0.265  0.118       98
101:     0.184  0.079  0.091  0.205  0.107  0.334      100
102:     0.943  0.008  0.016  0.011  0.013  0.009       95
103:     0.157  0.203  0.174  0.042  0.170  0.254       50
104:     0.296  0.108  0.071  0.091  0.034  0.400       70
105:     0.088  0.059  0.047  0.668  0.039  0.099      100
106:     0.128  0.066  0.081  0.082  0.036  0.606       50
107:     0.651  0.063  0.086  0.034  0.033  0.134      100
108:     0.040  0.030  0.091  0.032  0.118  0.690       50
109:     0.186  0.181  0.165  0.098  0.138  0.232      100
110:     0.040  0.056  0.085  0.722  0.032  0.065       41
111:     0.074  0.045  0.062  0.673  0.049  0.096      100
112:     0.136  0.052  0.117  0.091  0.116  0.488       50
113:     0.623  0.047  0.058  0.040  0.054  0.178       97
114:     0.104  0.066  0.072  0.577  0.075  0.107      100
115:     0.173  0.065  0.091  0.122  0.048  0.501       49
116:     0.166  0.074  0.063  0.095  0.087  0.514      100
117:     0.217  0.090  0.094  0.222  0.090  0.288       50
118:     0.046  0.038  0.107  0.066  0.112  0.631      100
119:     0.196  0.156  0.105  0.065  0.172  0.306       90
120:     0.099  0.180  0.161  0.073  0.335  0.152       70
121:     0.108  0.083  0.375  0.061  0.279  0.094       82
122:     0.190  0.094  0.099  0.074  0.510  0.032       66
123:     0.105  0.073  0.616  0.058  0.070  0.077       28
124:     0.028  0.803  0.054  0.059  0.043  0.014       44
125:     0.019  0.783  0.039  0.038  0.051  0.070       60
126:     0.044  0.801  0.039  0.035  0.054  0.027       83
127:     0.035  0.701  0.067  0.049  0.101  0.047       49
128:     0.032  0.819  0.056  0.022  0.047  0.023       84
129:     0.073  0.601  0.102  0.036  0.128  0.061       53
130:     0.041  0.682  0.118  0.022  0.114  0.023       58
131:     0.062  0.692  0.071  0.035  0.097  0.044       78
132:     0.055  0.685  0.125  0.023  0.059  0.053       59
133:     0.043  0.704  0.088  0.045  0.100  0.020       41
134:     0.136  0.461  0.066  0.044  0.220  0.074       42
135:     0.107  0.417  0.132  0.010  0.305  0.029       30
136:     0.070  0.531  0.029  0.041  0.232  0.097       53
137:     0.106  0.134  0.432  0.052  0.100  0.176       58
138:     0.103  0.201  0.204  0.067  0.320  0.106       84
139:     0.065  0.078  0.083  0.056  0.665  0.053       81
140:     0.027  0.037  0.857  0.010  0.047  0.022       30
141:     0.077  0.097  0.236  0.031  0.517  0.043       37
142:     0.046  0.107  0.135  0.038  0.617  0.057       46
143:     0.132  0.107  0.078  0.037  0.564  0.082       55
144:     0.071  0.087  0.087  0.032  0.666  0.057       52
145:     0.045  0.051  0.075  0.033  0.728  0.068       73
146:     0.128  0.207  0.232  0.052  0.329  0.052       73
147:     0.079  0.081  0.177  0.013  0.564  0.085       53
148:     0.068  0.097  0.141  0.043  0.564  0.087       52
149:     0.062  0.076  0.188  0.018  0.563  0.093       44
150:     0.071  0.140  0.143  0.053  0.524  0.069       80
151:     0.024  0.122  0.226  0.035  0.511  0.081       49
152:     0.139  0.103  0.412  0.049  0.080  0.217       34
153:     0.103  0.408  0.106  0.058  0.181  0.144      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6     D1,2  D1,3  D1,4  D1,5  D1,6  D2,3  D2,4  D2,5  D2,6  D3,4  D3,5  D3,6  D4,5  D4,6  D5,6    Ln Like  Est Ln P(D)
350000:    1.00    0.086    0.012 0.016 0.014 0.023 0.015 0.008    0.023 0.014 0.026 0.017 0.011 0.015 0.034 0.014 0.023 0.024 0.010 0.014 0.036 0.020 0.017   -677591    0 
351000:    1.00    0.088    0.015 0.015 0.011 0.020 0.014 0.010    0.022 0.014 0.026 0.015 0.011 0.016 0.034 0.015 0.022 0.024 0.010 0.015 0.036 0.021 0.018   -677650    0 
352000:    1.00    0.091    0.014 0.017 0.013 0.019 0.016 0.008    0.023 0.014 0.027 0.015 0.011 0.017 0.037 0.015 0.027 0.025 0.010 0.015 0.036 0.021 0.018   -677751    0 
353000:    1.00    0.091    0.014 0.017 0.012 0.024 0.015 0.009    0.023 0.014 0.026 0.015 0.011 0.018 0.037 0.016 0.026 0.025 0.010 0.015 0.035 0.021 0.018   -677767    0 
354000:    1.00    0.096    0.014 0.018 0.015 0.022 0.014 0.009    0.022 0.015 0.026 0.017 0.011 0.016 0.035 0.015 0.025 0.025 0.010 0.016 0.035 0.021 0.019   -677498    0 
355000:    1.00    0.095    0.015 0.017 0.013 0.022 0.015 0.009    0.024 0.014 0.028 0.016 0.012 0.016 0.037 0.017 0.026 0.024 0.010 0.015 0.037 0.021 0.019   -677566    0 
356000:    1.00    0.096    0.015 0.016 0.014 0.023 0.014 0.010    0.025 0.014 0.026 0.017 0.011 0.017 0.036 0.016 0.026 0.023 0.010 0.014 0.036 0.022 0.018   -677582    0 
357000:    1.00    0.097    0.016 0.016 0.014 0.023 0.016 0.011    0.022 0.016 0.026 0.016 0.012 0.017 0.035 0.016 0.025 0.026 0.010 0.017 0.036 0.022 0.018   -677487    0 
358000:    1.00    0.097    0.016 0.015 0.013 0.026 0.016 0.010    0.024 0.015 0.028 0.018 0.011 0.018 0.039 0.017 0.027 0.027 0.011 0.017 0.040 0.023 0.020   -677365    0 
359000:    1.00    0.093    0.014 0.018 0.015 0.021 0.016 0.008    0.025 0.014 0.024 0.017 0.011 0.018 0.037 0.017 0.026 0.023 0.010 0.015 0.035 0.021 0.018   -677491    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 6 clusters

Given    Inferred Clusters                            Number of
 Pop       1      2      3      4      5      6      Individuals

  1:     0.076  0.175  0.154  0.204  0.259  0.132       45
  2:     0.016  0.015  0.031  0.888  0.026  0.023       50
  3:     0.132  0.117  0.218  0.329  0.064  0.141       48
  4:     0.066  0.271  0.225  0.171  0.176  0.091       50
  5:     0.140  0.092  0.460  0.039  0.138  0.131       50
  6:     0.042  0.169  0.389  0.096  0.142  0.161       49
  7:     0.073  0.139  0.410  0.048  0.177  0.153       43
  8:     0.034  0.049  0.696  0.042  0.129  0.049       46
  9:     0.281  0.140  0.132  0.249  0.128  0.070       60
 10:     0.113  0.079  0.321  0.098  0.281  0.109       38
 11:     0.076  0.031  0.688  0.041  0.117  0.047       50
 12:     0.057  0.094  0.605  0.043  0.116  0.086       48
 13:     0.131  0.187  0.202  0.234  0.137  0.110       50
 14:     0.085  0.064  0.103  0.640  0.026  0.083       57
 15:     0.203  0.164  0.090  0.380  0.072  0.091       48
 16:     0.027  0.015  0.049  0.854  0.017  0.038       48
 17:     0.124  0.158  0.168  0.342  0.120  0.087       50
 18:     0.062  0.077  0.299  0.125  0.195  0.242       44
 19:     0.035  0.085  0.659  0.066  0.080  0.075       50
 20:     0.157  0.078  0.599  0.009  0.117  0.040       50
 21:     0.015  0.043  0.014  0.830  0.050  0.048       48
 22:     0.041  0.122  0.424  0.205  0.074  0.134       50
 23:     0.089  0.118  0.558  0.052  0.073  0.110       49
 24:     0.062  0.142  0.429  0.215  0.121  0.031       50
 25:     0.105  0.149  0.369  0.056  0.201  0.121       50
 26:     0.155  0.102  0.374  0.115  0.157  0.097       50
 27:     0.077  0.126  0.077  0.576  0.039  0.105       55
 28:     0.118  0.061  0.099  0.592  0.053  0.077       50
 29:     0.114  0.197  0.218  0.049  0.361  0.061      108
 30:     0.111  0.162  0.247  0.083  0.328  0.070      109
 31:     0.099  0.132  0.457  0.052  0.114  0.147       49
 32:     0.069  0.151  0.447  0.055  0.170  0.108       50
 33:     0.346  0.084  0.173  0.161  0.106  0.130       50
 34:     0.139  0.051  0.054  0.523  0.041  0.192       50
 35:     0.065  0.182  0.161  0.379  0.104  0.109       50
 36:     0.087  0.143  0.566  0.086  0.078  0.040       39
 37:     0.079  0.119  0.386  0.118  0.164  0.134       47
 38:     0.095  0.154  0.471  0.075  0.111  0.094       67
 39:     0.076  0.057  0.567  0.069  0.136  0.094       34
 40:     0.197  0.055  0.482  0.059  0.118  0.090       58
 41:     0.107  0.141  0.355  0.164  0.116  0.117       86
 42:     0.084  0.193  0.332  0.092  0.175  0.124       44
 43:     0.172  0.035  0.609  0.029  0.113  0.041       44
 44:     0.048  0.077  0.077  0.628  0.064  0.107       50
 45:     0.123  0.182  0.382  0.113  0.138  0.063       35
 46:     0.059  0.108  0.337  0.209  0.169  0.118       50
 47:     0.121  0.091  0.463  0.121  0.079  0.126       36
 48:     0.092  0.101  0.165  0.516  0.060  0.066       53
 49:     0.062  0.041  0.042  0.782  0.034  0.038       57
 50:     0.084  0.121  0.103  0.517  0.064  0.111       49
 51:     0.185  0.146  0.230  0.243  0.125  0.072       42
 52:     0.115  0.058  0.488  0.072  0.168  0.099       50
 53:     0.108  0.086  0.168  0.028  0.569  0.040       50
 54:     0.060  0.255  0.091  0.072  0.485  0.036       44
 55:     0.080  0.224  0.230  0.049  0.337  0.080       50
 56:     0.036  0.045  0.021  0.014  0.860  0.024       30
 57:     0.063  0.221  0.250  0.097  0.303  0.066       50
 58:     0.063  0.230  0.159  0.049  0.400  0.099       50
 59:     0.109  0.233  0.203  0.050  0.355  0.050       33
 60:     0.223  0.182  0.225  0.105  0.244  0.020        9
 61:     0.085  0.189  0.234  0.053  0.349  0.091       50
 62:     0.011  0.300  0.129  0.020  0.513  0.029       32
 63:     0.028  0.234  0.089  0.083  0.481  0.085       50
 64:     0.098  0.073  0.183  0.025  0.578  0.044       50
 65:     0.055  0.102  0.047  0.061  0.720  0.014       29
 66:     0.075  0.179  0.140  0.118  0.427  0.061       50
 67:     0.082  0.106  0.181  0.035  0.544  0.053       31
 68:     0.040  0.279  0.151  0.034  0.405  0.091       27
 69:     0.036  0.328  0.113  0.132  0.307  0.084       20
 70:     0.047  0.232  0.179  0.057  0.407  0.078       50
 71:     0.101  0.111  0.442  0.119  0.103  0.123       50
 72:     0.021  0.154  0.121  0.080  0.535  0.090       37
 73:     0.071  0.078  0.122  0.607  0.045  0.077       81
 74:     0.106  0.091  0.041  0.108  0.053  0.600       50
 75:     0.114  0.195  0.173  0.052  0.204  0.262       50
 76:     0.201  0.097  0.129  0.076  0.102  0.395       89
 77:     0.583  0.119  0.052  0.059  0.075  0.112      100
 78:     0.081  0.025  0.057  0.674  0.036  0.128       94
 79:     0.165  0.084  0.197  0.148  0.097  0.308      100
 80:     0.142  0.034  0.037  0.151  0.041  0.595       50
 81:     0.138  0.146  0.225  0.077  0.062  0.354      100
 82:     0.198  0.125  0.152  0.104  0.191  0.230       98
 83:     0.117  0.067  0.025  0.049  0.080  0.661       50
 84:     0.041  0.024  0.047  0.812  0.022  0.054       99
 85:     0.265  0.149  0.179  0.085  0.144  0.178       99
 86:     0.549  0.054  0.090  0.080  0.065  0.163      100
 87:     0.564  0.085  0.074  0.041  0.046  0.191      100
 88:     0.102  0.081  0.051  0.059  0.044  0.663      100
 89:     0.272  0.111  0.097  0.095  0.124  0.300       99
 90:     0.183  0.088  0.103  0.166  0.092  0.367       48
 91:     0.044  0.035  0.157  0.597  0.086  0.082       28
 92:     0.173  0.066  0.054  0.165  0.075  0.466       50
 93:     0.105  0.040  0.042  0.111  0.050  0.652      100
