This is a job step 7


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals
 82:     0.192  0.291  0.095  0.134  0.116  0.107  0.064       98
 83:     0.053  0.791  0.035  0.022  0.028  0.031  0.041       50
 84:     0.036  0.031  0.020  0.034  0.027  0.031  0.822       99
 85:     0.140  0.233  0.124  0.165  0.108  0.152  0.078       99
 86:     0.584  0.111  0.066  0.049  0.075  0.062  0.053      100
 87:     0.572  0.151  0.064  0.036  0.071  0.067  0.039      100
 88:     0.467  0.211  0.071  0.039  0.064  0.070  0.077      100
 89:     0.272  0.223  0.106  0.071  0.146  0.095  0.087       99
 90:     0.440  0.111  0.084  0.064  0.043  0.087  0.171       48
 91:     0.069  0.038  0.033  0.119  0.095  0.059  0.587       28
 92:     0.532  0.092  0.078  0.030  0.114  0.067  0.088       50
 93:     0.628  0.045  0.049  0.025  0.086  0.049  0.118      100
 94:     0.519  0.192  0.073  0.061  0.032  0.062  0.061       50
 95:     0.101  0.042  0.051  0.054  0.162  0.114  0.477       41
 96:     0.346  0.258  0.048  0.107  0.095  0.080  0.065       81
 97:     0.496  0.233  0.052  0.068  0.048  0.052  0.051       50
 98:     0.064  0.685  0.049  0.073  0.035  0.063  0.032      100
 99:     0.163  0.277  0.126  0.082  0.069  0.187  0.096       89
100:     0.069  0.524  0.054  0.128  0.112  0.054  0.060       98
101:     0.277  0.207  0.052  0.071  0.123  0.085  0.186      100
102:     0.005  0.012  0.012  0.018  0.942  0.004  0.005       95
103:     0.100  0.499  0.080  0.114  0.062  0.116  0.028       50
104:     0.592  0.123  0.047  0.039  0.093  0.061  0.045       70
105:     0.115  0.057  0.050  0.045  0.035  0.054  0.643      100
106:     0.446  0.260  0.090  0.028  0.078  0.037  0.062       50
107:     0.626  0.113  0.046  0.052  0.053  0.069  0.041      100
108:     0.031  0.782  0.013  0.062  0.038  0.022  0.054       50
109:     0.247  0.172  0.147  0.138  0.070  0.167  0.060      100
110:     0.062  0.033  0.093  0.041  0.043  0.083  0.645       41
111:     0.106  0.087  0.062  0.049  0.073  0.075  0.549      100
112:     0.172  0.500  0.031  0.091  0.013  0.092  0.101       50
113:     0.595  0.150  0.027  0.048  0.079  0.045  0.056       97
114:     0.112  0.069  0.069  0.068  0.108  0.074  0.500      100
115:     0.574  0.122  0.077  0.043  0.035  0.035  0.114       49
116:     0.502  0.115  0.052  0.054  0.101  0.061  0.115      100
117:     0.261  0.240  0.083  0.102  0.048  0.066  0.200       50
118:     0.209  0.496  0.065  0.060  0.020  0.064  0.086      100
119:     0.201  0.214  0.135  0.105  0.131  0.141  0.074       90
120:     0.096  0.137  0.163  0.203  0.138  0.185  0.078       70
121:     0.044  0.466  0.029  0.195  0.105  0.141  0.020       82
122:     0.022  0.051  0.038  0.050  0.780  0.034  0.024       66
123:     0.080  0.025  0.025  0.021  0.783  0.022  0.044       28
124:     0.017  0.012  0.843  0.006  0.035  0.065  0.021       44
125:     0.028  0.037  0.784  0.017  0.044  0.034  0.056       60
126:     0.014  0.028  0.810  0.013  0.094  0.016  0.023       83
127:     0.037  0.073  0.802  0.021  0.010  0.040  0.017       49
128:     0.015  0.030  0.856  0.028  0.019  0.026  0.026       84
129:     0.081  0.076  0.596  0.133  0.031  0.046  0.037       53
130:     0.074  0.025  0.683  0.082  0.042  0.071  0.023       58
131:     0.040  0.055  0.645  0.095  0.058  0.075  0.031       78
132:     0.049  0.062  0.680  0.072  0.034  0.085  0.019       59
133:     0.030  0.064  0.635  0.085  0.073  0.087  0.027       41
134:     0.084  0.052  0.551  0.084  0.146  0.061  0.022       42
135:     0.052  0.091  0.336  0.232  0.157  0.107  0.025       30
136:     0.047  0.025  0.507  0.181  0.136  0.088  0.016       53
137:     0.142  0.207  0.084  0.122  0.076  0.296  0.072       58
138:     0.084  0.113  0.151  0.318  0.090  0.191  0.054       84
139:     0.029  0.121  0.076  0.615  0.075  0.058  0.027       81
140:     0.016  0.789  0.021  0.055  0.007  0.103  0.009       30
141:     0.068  0.618  0.052  0.109  0.088  0.055  0.009       37
142:     0.042  0.060  0.071  0.578  0.072  0.149  0.028       46
143:     0.119  0.054  0.077  0.598  0.054  0.065  0.033       55
144:     0.033  0.086  0.076  0.670  0.039  0.076  0.020       52
145:     0.027  0.070  0.047  0.694  0.067  0.078  0.015       73
146:     0.099  0.052  0.088  0.308  0.238  0.174  0.042       73
147:     0.044  0.075  0.090  0.627  0.025  0.112  0.027       53
148:     0.061  0.025  0.067  0.630  0.102  0.091  0.024       52
149:     0.050  0.067  0.097  0.537  0.049  0.186  0.015       44
150:     0.047  0.112  0.112  0.460  0.086  0.148  0.035       80
151:     0.034  0.116  0.082  0.520  0.068  0.150  0.031       49
152:     0.172  0.181  0.109  0.088  0.063  0.308  0.079       34
153:     0.151  0.138  0.254  0.159  0.147  0.112  0.040      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6    F7     D1,2  D1,3  D1,4  D1,5  D1,6  D1,7  D2,3  D2,4  D2,5  D2,6  D2,7  D3,4  D3,5  D3,6  D3,7  D4,5  D4,6  D4,7  D5,6  D5,7  D6,7    Ln Like  Est Ln P(D)
380000:    1.00    0.075    0.011 0.009 0.018 0.014 0.020 0.011 0.022    0.013 0.028 0.022 0.021 0.017 0.022 0.025 0.012 0.020 0.011 0.028 0.018 0.022 0.017 0.041 0.018 0.012 0.041 0.020 0.032 0.026   -675493    0 
381000:    1.00    0.076    0.011 0.010 0.018 0.014 0.017 0.011 0.024    0.015 0.031 0.024 0.020 0.019 0.022 0.027 0.013 0.019 0.011 0.028 0.019 0.021 0.020 0.039 0.018 0.014 0.038 0.019 0.030 0.023   -675538    0 
382000:    1.00    0.078    0.013 0.010 0.022 0.016 0.019 0.011 0.023    0.013 0.027 0.022 0.019 0.017 0.023 0.026 0.012 0.020 0.011 0.029 0.019 0.023 0.017 0.039 0.021 0.013 0.040 0.019 0.031 0.023   -675422    0 
383000:    1.00    0.076    0.011 0.008 0.020 0.016 0.024 0.013 0.021    0.012 0.030 0.022 0.020 0.016 0.022 0.026 0.013 0.019 0.010 0.029 0.020 0.024 0.018 0.039 0.020 0.012 0.039 0.021 0.033 0.024   -675619    0 
384000:    1.00    0.078    0.012 0.009 0.021 0.014 0.020 0.011 0.024    0.013 0.027 0.022 0.020 0.018 0.022 0.027 0.013 0.019 0.012 0.028 0.019 0.022 0.018 0.040 0.018 0.012 0.039 0.020 0.031 0.024   -675366    0 
385000:    1.00    0.076    0.010 0.010 0.015 0.014 0.020 0.015 0.022    0.014 0.029 0.023 0.020 0.019 0.023 0.024 0.012 0.019 0.011 0.030 0.019 0.021 0.019 0.038 0.017 0.012 0.038 0.019 0.030 0.024   -675490    0 
386000:    1.00    0.076    0.013 0.009 0.019 0.016 0.023 0.012 0.023    0.012 0.029 0.022 0.020 0.018 0.022 0.026 0.012 0.019 0.011 0.029 0.020 0.024 0.019 0.043 0.020 0.012 0.041 0.021 0.032 0.025   -675363    0 
387000:    1.00    0.076    0.012 0.009 0.020 0.017 0.020 0.011 0.023    0.012 0.028 0.022 0.018 0.017 0.024 0.025 0.013 0.020 0.011 0.028 0.018 0.022 0.018 0.041 0.018 0.011 0.040 0.020 0.032 0.025   -675461    0 
388000:    1.00    0.074    0.010 0.009 0.018 0.016 0.019 0.012 0.020    0.011 0.028 0.022 0.020 0.015 0.023 0.025 0.013 0.018 0.011 0.029 0.020 0.023 0.019 0.041 0.019 0.013 0.040 0.019 0.031 0.023   -675462    0 
389000:    1.00    0.073    0.012 0.008 0.019 0.013 0.023 0.014 0.023    0.012 0.029 0.023 0.022 0.017 0.022 0.025 0.012 0.019 0.010 0.028 0.018 0.024 0.019 0.040 0.019 0.012 0.038 0.020 0.031 0.023   -675341    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals

  1:     0.045  0.084  0.070  0.174  0.128  0.321  0.178       45
  2:     0.014  0.016  0.016  0.008  0.022  0.019  0.905       50
  3:     0.057  0.121  0.078  0.054  0.264  0.198  0.228       48
  4:     0.092  0.044  0.103  0.112  0.131  0.374  0.145       50
  5:     0.102  0.153  0.060  0.135  0.095  0.407  0.047       50
  6:     0.115  0.197  0.207  0.060  0.036  0.286  0.100       49
  7:     0.080  0.114  0.086  0.171  0.084  0.392  0.074       43
  8:     0.017  0.192  0.058  0.209  0.068  0.429  0.027       46
  9:     0.068  0.036  0.036  0.042  0.654  0.061  0.103       60
 10:     0.079  0.128  0.099  0.128  0.143  0.316  0.106       38
 11:     0.089  0.084  0.036  0.110  0.044  0.586  0.051       50
 12:     0.036  0.064  0.044  0.117  0.070  0.556  0.112       48
 13:     0.135  0.077  0.101  0.113  0.124  0.287  0.164       50
 14:     0.075  0.097  0.039  0.028  0.083  0.121  0.557       57
 15:     0.086  0.073  0.097  0.086  0.322  0.109  0.227       48
 16:     0.033  0.011  0.010  0.015  0.020  0.010  0.901       48
 17:     0.090  0.069  0.072  0.114  0.220  0.173  0.263       50
 18:     0.103  0.122  0.094  0.134  0.078  0.420  0.050       44
 19:     0.031  0.061  0.091  0.106  0.174  0.507  0.029       50
 20:     0.063  0.118  0.055  0.173  0.050  0.500  0.041       50
 21:     0.026  0.025  0.014  0.013  0.024  0.032  0.865       48
 22:     0.085  0.031  0.106  0.077  0.073  0.484  0.144       50
 23:     0.094  0.150  0.084  0.143  0.134  0.366  0.029       49
 24:     0.071  0.007  0.153  0.060  0.033  0.589  0.087       50
 25:     0.116  0.123  0.064  0.138  0.106  0.408  0.045       50
 26:     0.106  0.164  0.130  0.106  0.113  0.271  0.110       50
 27:     0.063  0.086  0.082  0.048  0.077  0.064  0.580       55
 28:     0.068  0.080  0.079  0.066  0.098  0.068  0.542       50
 29:     0.049  0.065  0.173  0.338  0.118  0.214  0.044      108
 30:     0.055  0.120  0.157  0.261  0.151  0.202  0.055      109
 31:     0.051  0.145  0.034  0.135  0.051  0.528  0.055       49
 32:     0.059  0.062  0.092  0.123  0.116  0.461  0.087       50
 33:     0.091  0.106  0.036  0.056  0.438  0.155  0.119       50
 34:     0.116  0.170  0.104  0.034  0.104  0.048  0.423       50
 35:     0.065  0.134  0.140  0.068  0.206  0.143  0.245       50
 36:     0.033  0.099  0.084  0.022  0.036  0.697  0.028       39
 37:     0.148  0.226  0.083  0.115  0.076  0.271  0.081       47
 38:     0.084  0.099  0.143  0.066  0.077  0.479  0.052       67
 39:     0.030  0.134  0.026  0.037  0.144  0.529  0.100       34
 40:     0.072  0.161  0.025  0.134  0.065  0.491  0.051       58
 41:     0.103  0.143  0.106  0.111  0.104  0.320  0.113       86
 42:     0.134  0.161  0.136  0.251  0.034  0.242  0.042       44
 43:     0.074  0.178  0.068  0.208  0.049  0.397  0.026       44
 44:     0.076  0.076  0.089  0.056  0.049  0.120  0.534       50
 45:     0.070  0.055  0.141  0.240  0.090  0.373  0.031       35
 46:     0.115  0.107  0.076  0.090  0.144  0.337  0.132       50
 47:     0.082  0.095  0.047  0.097  0.097  0.519  0.063       36
 48:     0.094  0.068  0.063  0.056  0.058  0.116  0.545       53
 49:     0.053  0.054  0.019  0.044  0.016  0.050  0.763       57
 50:     0.100  0.137  0.072  0.055  0.093  0.082  0.460       49
 51:     0.017  0.050  0.229  0.049  0.344  0.150  0.161       42
 52:     0.076  0.153  0.015  0.128  0.065  0.494  0.067       50
 53:     0.038  0.083  0.115  0.531  0.067  0.127  0.038       50
 54:     0.064  0.042  0.220  0.440  0.120  0.096  0.018       44
 55:     0.070  0.126  0.116  0.334  0.087  0.209  0.057       50
 56:     0.040  0.023  0.064  0.778  0.035  0.031  0.029       30
 57:     0.096  0.068  0.096  0.216  0.154  0.329  0.041       50
 58:     0.039  0.121  0.188  0.332  0.121  0.166  0.033       50
 59:     0.037  0.129  0.177  0.355  0.126  0.158  0.018       33
 60:     0.068  0.119  0.014  0.595  0.069  0.108  0.028        9
 61:     0.052  0.073  0.154  0.232  0.227  0.245  0.017       50
 62:     0.013  0.048  0.181  0.430  0.107  0.144  0.078       32
 63:     0.038  0.062  0.108  0.477  0.090  0.119  0.106       50
 64:     0.057  0.103  0.081  0.565  0.049  0.132  0.013       50
 65:     0.009  0.033  0.118  0.671  0.044  0.023  0.101       29
 66:     0.051  0.102  0.214  0.301  0.110  0.196  0.024       50
 67:     0.070  0.112  0.086  0.563  0.059  0.075  0.035       31
 68:     0.059  0.155  0.194  0.335  0.109  0.114  0.033       27
 69:     0.052  0.140  0.154  0.261  0.165  0.207  0.022       20
 70:     0.024  0.062  0.159  0.471  0.061  0.189  0.034       50
 71:     0.072  0.111  0.073  0.099  0.074  0.534  0.037       50
 72:     0.067  0.094  0.120  0.430  0.100  0.117  0.072       37
 73:     0.057  0.041  0.109  0.026  0.053  0.062  0.652       81
 74:     0.545  0.101  0.095  0.051  0.093  0.045  0.069       50
 75:     0.195  0.172  0.143  0.171  0.106  0.157  0.057       50
 76:     0.309  0.193  0.079  0.058  0.141  0.111  0.108       89
 77:     0.106  0.403  0.097  0.045  0.235  0.051  0.062      100
 78:     0.136  0.028  0.019  0.037  0.048  0.042  0.690       94
 79:     0.150  0.345  0.041  0.049  0.063  0.238  0.113      100
 80:     0.649  0.125  0.060  0.019  0.028  0.045  0.074       50
 81:     0.516  0.059  0.118  0.049  0.068  0.157  0.034      100
 82:     0.146  0.343  0.125  0.113  0.115  0.078  0.079       98
 83:     0.078  0.739  0.017  0.029  0.054  0.020  0.063       50
 84:     0.041  0.026  0.018  0.011  0.016  0.038  0.850       99
 85:     0.170  0.336  0.088  0.076  0.148  0.133  0.050       99
 86:     0.492  0.159  0.059  0.029  0.092  0.070  0.098      100
 87:     0.499  0.121  0.054  0.046  0.121  0.086  0.072      100
 88:     0.590  0.146  0.067  0.022  0.062  0.066  0.048      100
 89:     0.274  0.184  0.095  0.072  0.182  0.103  0.091       99
 90:     0.459  0.124  0.102  0.043  0.052  0.100  0.121       48
 91:     0.062  0.059  0.061  0.061  0.061  0.113  0.583       28
 92:     0.476  0.121  0.067  0.066  0.147  0.008  0.115       50
 93:     0.641  0.053  0.034  0.037  0.072  0.040  0.122      100
 94:     0.550  0.115  0.060  0.057  0.071  0.102  0.044       50
 95:     0.069  0.037  0.063  0.046  0.091  0.062  0.633       41
 96:     0.311  0.204  0.037  0.163  0.149  0.048  0.087       81
 97:     0.564  0.150  0.043  0.080  0.035  0.080  0.048       50
 98:     0.050  0.688  0.060  0.051  0.042  0.081  0.029      100
 99:     0.160  0.251  0.146  0.084  0.082  0.207  0.070       89
100:     0.109  0.429  0.042  0.104  0.226  0.023  0.068       98
101:     0.315  0.111  0.094  0.093  0.122  0.078  0.187      100
102:     0.009  0.003  0.009  0.014  0.951  0.007  0.007       95
103:     0.082  0.538  0.078  0.098  0.071  0.112  0.021       50
104:     0.593  0.133  0.069  0.020  0.039  0.056  0.090       70
105:     0.111  0.067  0.068  0.039  0.063  0.035  0.616      100
106:     0.522  0.167  0.054  0.044  0.055  0.085  0.073       50
107:     0.586  0.162  0.032  0.041  0.068  0.070  0.041      100
108:     0.074  0.708  0.028  0.043  0.034  0.045  0.068       50
109:     0.245  0.174  0.153  0.099  0.115  0.113  0.102      100
110:     0.057  0.052  0.083  0.042  0.045  0.059  0.663       41
111:     0.083  0.062  0.065  0.039  0.068  0.073  0.609      100
112:     0.209  0.413  0.044  0.133  0.045  0.058  0.098       50
113:     0.577  0.218  0.021  0.052  0.036  0.052  0.045       97
114:     0.072  0.085  0.076  0.058  0.131  0.072  0.505      100
115:     0.634  0.055  0.030  0.053  0.061  0.025  0.141       49
116:     0.477  0.152  0.040  0.044  0.109  0.078  0.100      100
117:     0.176  0.338  0.061  0.096  0.044  0.051  0.233       50
118:     0.216  0.468  0.059  0.057  0.054  0.073  0.073      100
119:     0.229  0.239  0.116  0.113  0.120  0.080  0.104       90
120:     0.104  0.126  0.150  0.197  0.134  0.209  0.080       70
121:     0.043  0.215  0.037  0.243  0.223  0.208  0.031       82
122:     0.040  0.030  0.020  0.039  0.783  0.044  0.045       66
123:     0.056  0.003  0.034  0.045  0.831  0.017  0.013       28
124:     0.012  0.035  0.802  0.030  0.091  0.014  0.017       44
125:     0.024  0.033  0.814  0.042  0.032  0.029  0.027       60
126:     0.036  0.048  0.761  0.062  0.054  0.018  0.022       83
127:     0.008  0.054  0.769  0.049  0.026  0.054  0.040       49
128:     0.018  0.022  0.842  0.037  0.012  0.040  0.028       84
129:     0.043  0.055  0.587  0.108  0.044  0.134  0.029       53
130:     0.076  0.015  0.653  0.141  0.041  0.054  0.020       58
131:     0.035  0.035  0.656  0.097  0.079  0.061  0.036       78
132:     0.027  0.036  0.711  0.055  0.050  0.111  0.010       59
133:     0.053  0.045  0.674  0.098  0.051  0.039  0.040       41
134:     0.094  0.062  0.418  0.149  0.169  0.059  0.048       42
135:     0.003  0.102  0.495  0.250  0.054  0.068  0.029       30
136:     0.046  0.031  0.434  0.232  0.127  0.112  0.017       53
137:     0.162  0.109  0.061  0.094  0.100  0.379  0.094       58
138:     0.056  0.119  0.104  0.248  0.107  0.294  0.072       84
139:     0.031  0.092  0.079  0.630  0.075  0.056  0.037       81
140:     0.003  0.867  0.008  0.037  0.013  0.062  0.011       30
141:     0.036  0.573  0.062  0.177  0.097  0.040  0.014       37
142:     0.063  0.064  0.056  0.581  0.071  0.127  0.038       46
143:     0.058  0.081  0.072  0.558  0.116  0.077  0.037       55
144:     0.032  0.096  0.069  0.646  0.043  0.079  0.036       52
145:     0.035  0.079  0.035  0.697  0.073  0.072  0.009       73
146:     0.056  0.035  0.084  0.497  0.154  0.135  0.039       73
147:     0.072  0.113  0.061  0.628  0.052  0.063  0.011       53
148:     0.086  0.071  0.119  0.598  0.027  0.084  0.014       52
149:     0.052  0.101  0.066  0.480  0.095  0.203  0.003       44
150:     0.022  0.083  0.123  0.455  0.107  0.169  0.040       80
151:     0.054  0.096  0.112  0.546  0.054  0.089  0.048       49
152:     0.146  0.189  0.140  0.087  0.059  0.315  0.063       34
153:     0.132  0.126  0.189  0.206  0.124  0.157  0.067      100
--------------------------------------------

  Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6    F7     D1,2  D1,3  D1,4  D1,5  D1,6  D1,7  D2,3  D2,4  D2,5  D2,6  D2,7  D3,4  D3,5  D3,6  D3,7  D4,5  D4,6  D4,7  D5,6  D5,7  D6,7    Ln Like  Est Ln P(D)
390000:    1.00    0.073    0.010 0.010 0.018 0.013 0.021 0.014 0.023    0.012 0.029 0.021 0.020 0.017 0.022 0.025 0.012 0.018 0.011 0.027 0.020 0.022 0.019 0.040 0.018 0.012 0.038 0.019 0.028 0.023   -675619    0 
391000:    1.00    0.076    0.009 0.009 0.017 0.016 0.027 0.010 0.023    0.012 0.028 0.021 0.021 0.016 0.021 0.024 0.012 0.020 0.009 0.028 0.019 0.025 0.019 0.039 0.021 0.011 0.039 0.021 0.031 0.023   -675526    0 
392000:    1.00    0.075    0.011 0.010 0.016 0.015 0.024 0.011 0.023    0.013 0.027 0.022 0.019 0.016 0.023 0.025 0.012 0.019 0.011 0.029 0.018 0.022 0.018 0.040 0.019 0.011 0.038 0.019 0.031 0.024   -675411    0 
393000:    1.00    0.074    0.011 0.011 0.017 0.016 0.022 0.011 0.023    0.012 0.028 0.022 0.019 0.017 0.021 0.025 0.012 0.018 0.011 0.028 0.018 0.023 0.018 0.039 0.019 0.012 0.039 0.019 0.030 0.024   -675323    0 
394000:    1.00    0.076    0.012 0.010 0.016 0.016 0.023 0.014 0.022    0.013 0.028 0.022 0.021 0.016 0.021 0.025 0.013 0.020 0.011 0.027 0.018 0.022 0.017 0.037 0.020 0.011 0.037 0.020 0.031 0.022   -675613    0 
395000:    1.00    0.077    0.013 0.010 0.022 0.014 0.024 0.015 0.024    0.015 0.028 0.022 0.019 0.018 0.022 0.026 0.012 0.021 0.011 0.031 0.017 0.022 0.019 0.039 0.019 0.012 0.037 0.022 0.031 0.024   -675513    0 
396000:    1.00    0.077    0.012 0.009 0.019 0.015 0.019 0.014 0.024    0.014 0.030 0.024 0.021 0.017 0.021 0.024 0.011 0.018 0.009 0.029 0.020 0.022 0.020 0.041 0.019 0.012 0.040 0.019 0.031 0.022   -675570    0 
397000:    1.00    0.078    0.012 0.009 0.019 0.015 0.019 0.012 0.022    0.015 0.030 0.024 0.021 0.019 0.021 0.026 0.013 0.018 0.012 0.029 0.018 0.021 0.018 0.037 0.017 0.013 0.039 0.020 0.031 0.023   -675409    0 
398000:    1.00    0.077    0.012 0.010 0.019 0.017 0.019 0.013 0.021    0.014 0.031 0.023 0.021 0.019 0.021 0.028 0.013 0.021 0.011 0.029 0.019 0.022 0.019 0.039 0.018 0.012 0.038 0.020 0.029 0.025   -675275    0 
399000:    1.00    0.079    0.011 0.011 0.020 0.015 0.022 0.015 0.022    0.013 0.030 0.024 0.020 0.016 0.022 0.026 0.013 0.019 0.010 0.028 0.020 0.023 0.019 0.040 0.021 0.012 0.040 0.019 0.032 0.023   -675302    0 

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals

  1:     0.064  0.048  0.093  0.143  0.173  0.350  0.129       45
  2:     0.027  0.015  0.025  0.017  0.016  0.030  0.870       50
  3:     0.044  0.057  0.101  0.030  0.304  0.246  0.218       48
  4:     0.050  0.062  0.202  0.129  0.109  0.258  0.189       50
  5:     0.087  0.187  0.053  0.098  0.153  0.385  0.038       50
  6:     0.117  0.178  0.132  0.107  0.052  0.312  0.101       49
  7:     0.116  0.074  0.110  0.133  0.106  0.417  0.044       43
  8:     0.053  0.155  0.020  0.240  0.042  0.421  0.069       46
  9:     0.056  0.101  0.082  0.042  0.427  0.115  0.176       60
 10:     0.021  0.119  0.098  0.147  0.134  0.427  0.053       38
 11:     0.032  0.105  0.037  0.141  0.047  0.603  0.036       50
 12:     0.035  0.117  0.070  0.099  0.051  0.580  0.047       48
 13:     0.149  0.066  0.136  0.162  0.109  0.248  0.129       50
 14:     0.036  0.087  0.063  0.060  0.048  0.102  0.604       57
 15:     0.056  0.068  0.163  0.060  0.214  0.114  0.324       48
 16:     0.033  0.016  0.041  0.008  0.031  0.022  0.849       48
 17:     0.081  0.078  0.165  0.119  0.197  0.157  0.202       50
 18:     0.143  0.097  0.102  0.128  0.059  0.393  0.078       44
 19:     0.036  0.084  0.066  0.085  0.099  0.590  0.039       50
 20:     0.069  0.127  0.033  0.187  0.027  0.498  0.059       50
 21:     0.025  0.017  0.015  0.019  0.033  0.020  0.872       48
 22:     0.159  0.042  0.067  0.050  0.056  0.470  0.157       50
 23:     0.105  0.074  0.068  0.095  0.134  0.481  0.043       49
 24:     0.077  0.041  0.117  0.066  0.033  0.559  0.107       50
 25:     0.134  0.207  0.036  0.131  0.062  0.354  0.077       50
 26:     0.083  0.095  0.056  0.148  0.146  0.345  0.127       50
 27:     0.122  0.064  0.053  0.090  0.086  0.050  0.535       55
 28:     0.064  0.110  0.044  0.027  0.136  0.103  0.517       50
 29:     0.074  0.091  0.153  0.350  0.138  0.161  0.034      108
 30:     0.053  0.102  0.123  0.330  0.098  0.214  0.079      109
 31:     0.063  0.111  0.063  0.142  0.049  0.528  0.043       49
 32:     0.052  0.105  0.093  0.082  0.095  0.462  0.110       50
 33:     0.118  0.075  0.027  0.039  0.487  0.128  0.126       50
 34:     0.165  0.162  0.057  0.029  0.071  0.046  0.470       50
 35:     0.105  0.074  0.122  0.038  0.189  0.134  0.338       50
 36:     0.009  0.100  0.171  0.044  0.018  0.646  0.012       39
 37:     0.090  0.212  0.057  0.037  0.077  0.448  0.079       47
 38:     0.084  0.080  0.127  0.057  0.089  0.509  0.054       67
 39:     0.068  0.084  0.047  0.089  0.158  0.443  0.109       34
 40:     0.126  0.126  0.019  0.100  0.110  0.471  0.048       58
 41:     0.105  0.128  0.124  0.124  0.104  0.269  0.145       86
 42:     0.101  0.181  0.093  0.215  0.055  0.288  0.067       44
 43:     0.033  0.141  0.067  0.118  0.044  0.569  0.028       44
 44:     0.127  0.063  0.059  0.048  0.051  0.136  0.516       50
 45:     0.106  0.081  0.055  0.194  0.124  0.354  0.087       35
 46:     0.055  0.077  0.138  0.128  0.161  0.230  0.211       50
 47:     0.109  0.067  0.045  0.112  0.103  0.499  0.066       36
 48:     0.091  0.092  0.060  0.024  0.076  0.198  0.458       53
 49:     0.058  0.047  0.043  0.043  0.013  0.075  0.720       57
 50:     0.132  0.119  0.063  0.056  0.051  0.118  0.461       49
 51:     0.065  0.106  0.152  0.088  0.167  0.225  0.197       42
 52:     0.098  0.116  0.084  0.110  0.046  0.480  0.066       50
 53:     0.052  0.104  0.148  0.520  0.015  0.133  0.028       50
 54:     0.045  0.087  0.130  0.473  0.087  0.118  0.060       44
 55:     0.054  0.078  0.189  0.332  0.092  0.206  0.049       50
 56:     0.018  0.037  0.069  0.840  0.006  0.010  0.021       30
 57:     0.075  0.069  0.180  0.333  0.142  0.135  0.066       50
 58:     0.058  0.101  0.193  0.288  0.061  0.241  0.057       50
 59:     0.030  0.064  0.147  0.336  0.217  0.179  0.027       33
 60:     0.079  0.024  0.072  0.220  0.219  0.258  0.127        9
 61:     0.058  0.052  0.155  0.404  0.183  0.119  0.029       50
 62:     0.034  0.061  0.385  0.349  0.108  0.021  0.042       32
 63:     0.063  0.055  0.192  0.480  0.073  0.077  0.060       50
 64:     0.048  0.057  0.056  0.625  0.057  0.130  0.027       50
 65:     0.053  0.096  0.031  0.697  0.055  0.024  0.044       29
 66:     0.033  0.100  0.133  0.375  0.132  0.180  0.047       50
 67:     0.095  0.115  0.115  0.481  0.049  0.112  0.033       31
 68:     0.014  0.082  0.170  0.449  0.085  0.172  0.028       27
 69:     0.073  0.054  0.188  0.406  0.112  0.146  0.020       20
