BBA_1	 pop_1 	Ssa197 	179 	187
NL-NBT-5559	 pop_55 	SsaD486 	174 	194
NL-NBT-5560	 pop_55 	SsaD486 	174 	174
NL-NBT-5561	 pop_55 	SsaD486 	174 	178
NL-NBT-5562	 pop_55 	SsaD486 	174 	194
NL-NBT-5563	 pop_55 	SsaD486 	174 	174
NL-NBT-5564	 pop_55 	SsaD486 	178 	190
NL-NBT-5565	 pop_55 	SsaD486 	174 	174
NL-NBT-5566	 pop_55 	SsaD486 	174 	178
NL-NBT-5567	 pop_55 	SsaD486 	174 	194
NL-NBT-5568	 pop_55 	SsaD486 	174 	194
NL-NBT-5569	 pop_55 	SsaD486 	174 	178
NL-NBT-5570	 pop_55 	SsaD486 	174 	198
NL-NBT-5572	 pop_55 	SsaD486 	174 	174
NL-NBT-5571	 pop_55 	SsaD486 	174 	174
NL-NBT-5573	 pop_55 	SsaD486 	190 	190
NL-NBT-5574	 pop_55 	SsaD486 	174 	190
NL-NBT-5575	 pop_55 	SsaD486 	174 	174
NL-NBT-5576	 pop_55 	SsaD486 	174 	190
NL-NBT-5577	 pop_55 	SsaD486 	174 	194
NL-NBT-5578	 pop_55 	SsaD486 	178 	194
NL-NBT-5579	 pop_55 	SsaD486 	174 	194
NL-NBT-5580	 pop_55 	SsaD486 	190 	194
NL-NBT-5581	 pop_55 	SsaD486 	174 	198
NL-NBT-5582	 pop_55 	SsaD486 	174 	178
NL-NBT-5583	 pop_55 	SsaD486 	174 	174
NL-NBT-5584	 pop_55 	SsaD486 	174 	174
NL-NBT-5585	 pop_55 	SsaD486 	194 	198
NL-NBT-5586	 pop_55 	SsaD486 	190 	194
NL-NBT-5587	 pop_55 	SsaD486 	174 	190
NL-NBT-5588	 pop_55 	SsaD486 	174 	194
NL-NBT-5589	 pop_55 	SsaD486 	178 	190
NL-NBT-5590	 pop_55 	SsaD486 	174 	174
NL-NBT-5591	 pop_55 	SsaD486 	174 	174
NL-NBT-5592	 pop_55 	SsaD486 	174 	174
NL-NBT-5593	 pop_55 	SsaD486 	174 	198
NL-NBT-5594	 pop_55 	SsaD486 	174 	178
NL-PGB-2850	 pop_56 	SsaD486 	178 	194
NL-PGB-2851	 pop_56 	SsaD486 	174 	178
NL-PGB-2852	 pop_56 	SsaD486 	174 	186
NL-PGB-2853	 pop_56 	SsaD486 	174 	194
NL-PGB-2854	 pop_56 	SsaD486 	174 	174
NL-PGB-2855	 pop_56 	SsaD486 	174 	178
NL-PGB-2856	 pop_56 	SsaD486 	174 	174
NL-PGB-2857	 pop_56 	SsaD486 	174 	174
NL-PGB-2858	 pop_56 	SsaD486 	174 	174
NL-PGB-2859	 pop_56 	SsaD486 	178 	194
NL-PGB-2860	 pop_56 	SsaD486 	174 	174
NL-PGB-2861	 pop_56 	SsaD486 	174 	174
NL-PGB-2862	 pop_56 	SsaD486 	174 	178
NL-PGB-2863	 pop_56 	SsaD486 	174 	174
NL-PGB-2864	 pop_56 	SsaD486 	174 	174
NL-PGB-2865	 pop_56 	SsaD486 	178 	194
NL-PGB-2866	 pop_56 	SsaD486 	174 	174
NL-PGB-2867	 pop_56 	SsaD486 	174 	178
NL-PGB-2868	 pop_56 	SsaD486 	174 	174
NL-PGB-2869	 pop_56 	SsaD486 	174 	174
NL-PGB-2870	 pop_56 	SsaD486 	174 	174
NL-PGB-2871	 pop_56 	SsaD486 	174 	174
NL-PGB-2872	 pop_56 	SsaD486 	174 	174
NL-PGB-2873	 pop_56 	SsaD486 	174 	174
NL-PGB-2874	 pop_56 	SsaD486 	174 	174
NL-PGB-2875	 pop_56 	SsaD486 	174 	178
NL-PGB-2876	 pop_56 	SsaD486 	178 	178
NL-PGB-2877	 pop_56 	SsaD486 	174 	194
NL-PGB-2878	 pop_56 	SsaD486 	174 	178
NL-PGB-2879	 pop_56 	SsaD486 	178 	202
NL-PGB-2880	 pop_56 	SsaD486 	174 	174
NL-PGB-2881	 pop_56 	SsaD486 	174 	174
NL-PGB-2882	 pop_56 	SsaD486 	174 	194
NL-PGB-2883	 pop_56 	SsaD486 	174 	178
NL-PGB-2884	 pop_56 	SsaD486 	174 	194
NL-PGB-2885	 pop_56 	SsaD486 	174 	174
NL-PGB-2886	 pop_56 	SsaD486 	174 	174
NL-PGB-2887	 pop_56 	SsaD486 	174 	178
NL-PGB-2888	 pop_56 	SsaD486 	174 	178
NL-PGB-2889	 pop_56 	SsaD486 	178 	178
NL-PGB-2890	 pop_56 	SsaD486 	174 	174
NL-PGB-2891	 pop_56 	SsaD486 	174 	178
NL-PGB-2892	 pop_56 	SsaD486 	174 	198
NL-PGB-2893	 pop_56 	SsaD486 	178 	178
NL-PGB-2894	 pop_56 	SsaD486 	174 	178
NL-PGB-2895	 pop_56 	SsaD486 	178 	178
NL-PGB-2896	 pop_56 	SsaD486 	174 	178
NL-PGB-2897	 pop_56 	SsaD486 	174 	174
NL-PGB-2898	 pop_56 	SsaD486 	174 	178
NL-PGB-2899	 pop_56 	SsaD486 	178 	178
NL-PHR-2300	 pop_57 	SsaD486 	174 	174
NL-PHR-2301	 pop_57 	SsaD486 	162 	162
NL-PHR-2302	 pop_57 	SsaD486 	174 	178
NL-PHR-2303	 pop_57 	SsaD486 	174 	174
NL-PHR-2304	 pop_57 	SsaD486 	174 	174
NL-PHR-2305	 pop_57 	SsaD486 	174 	174
NL-PHR-2306	 pop_57 	SsaD486 	174 	186
NL-PHR-2307	 pop_57 	SsaD486 	174 	178
NL-PHR-2308	 pop_57 	SsaD486 	178 	186
NL-PHR-2309	 pop_57 	SsaD486 	178 	194
NL-PHR-2310	 pop_57 	SsaD486 	174 	190
NL-PHR-2311	 pop_57 	SsaD486 	174 	174
NL-PHR-2312	 pop_57 	SsaD486 	178 	186
NL-PHR-2313	 pop_57 	SsaD486 	174 	186
NL-PHR-2314	 pop_57 	SsaD486 	174 	190
NL-PHR-2315	 pop_57 	SsaD486 	174 	178
NL-PHR-2316	 pop_57 	SsaD486 	174 	178
NL-PHR-2317	 pop_57 	SsaD486 	174 	174
NL-PHR-2318	 pop_57 	SsaD486 	186 	190
NL-PHR-2319	 pop_57 	SsaD486 	178 	190
NL-PHR-2320	 pop_57 	SsaD486 	174 	178
NL-PHR-2321	 pop_57 	SsaD486 	178 	186
NL-PHR-2322	 pop_57 	SsaD486 	174 	178
NL-PHR-2323	 pop_57 	SsaD486 	174 	178
NL-PHR-2324	 pop_57 	SsaD486 	174 	190
NL-PHR-2325	 pop_57 	SsaD486 	178 	178
NL-PHR-2326	 pop_57 	SsaD486 	174 	186
NL-PHR-2327	 pop_57 	SsaD486 	174 	174
NL-PHR-2328	 pop_57 	SsaD486 	174 	174
NL-PHR-2329	 pop_57 	SsaD486 	174 	178
NL-PHR-2330	 pop_57 	SsaD486 	178 	194
NL-PHR-2331	 pop_57 	SsaD486 	174 	202
NL-PHR-2332	 pop_57 	SsaD486 	174 	174
NL-PHR-2333	 pop_57 	SsaD486 	178 	190
NL-PHR-2334	 pop_57 	SsaD486 	178 	178
NL-PHR-2335	 pop_57 	SsaD486 	174 	178
NL-PHR-2336	 pop_57 	SsaD486 	174 	178
NL-PHR-2337	 pop_57 	SsaD486 	174 	190
NL-PHR-2338	 pop_57 	SsaD486 	174 	190
NL-PHR-2339	 pop_57 	SsaD486 	174 	178
NL-PHR-2340	 pop_57 	SsaD486 	174 	174
NL-PHR-2341	 pop_57 	SsaD486 	174 	178
NL-PHR-2342	 pop_57 	SsaD486 	186 	190
NL-PHR-2343	 pop_57 	SsaD486 	178 	186
NL-PHR-2344	 pop_57 	SsaD486 	174 	174
NL-PHR-2345	 pop_57 	SsaD486 	174 	178
NL-PHR-2346	 pop_57 	SsaD486 	190 	198
NL-PHR-2347	 pop_57 	SsaD486 	174 	174
NL-PHR-2348	 pop_57 	SsaD486 	174 	186
NL-PHR-2349	 pop_57 	SsaD486 	174 	182
NL-PHR-2350	 pop_57 	SsaD486 	174 	174
NL-PHR-2351	 pop_57 	SsaD486 	174 	190
NL-PHR-2352	 pop_57 	SsaD486 	174 	174
NL-PHR-2353	 pop_57 	SsaD486 	174 	190
NL-PHR-2354	 pop_57 	SsaD486 	174 	174
NL-PHR-2355	 pop_57 	SsaD486 	174 	178
NL-PHR-2356	 pop_57 	SsaD486 	174 	190
NL-PHR-2357	 pop_57 	SsaD486 	174 	174
NL-PHR-2358	 pop_57 	SsaD486 	174 	186
NL-PHR-2359	 pop_57 	SsaD486 	178 	178
NL-PHR-2360	 pop_57 	SsaD486 	174 	178
NL-PHR-2361	 pop_57 	SsaD486 	174 	174
NL-PHR-2362	 pop_57 	SsaD486 	174 	174
NL-PHR-2363	 pop_57 	SsaD486 	174 	174
NL-PHR-2364	 pop_57 	SsaD486 	174 	190
NL-PHR-2365	 pop_57 	SsaD486 	174 	178
NL-PHR-2366	 pop_57 	SsaD486 	174 	174
NL-PHR-2367	 pop_57 	SsaD486 	174 	186
NL-PHR-2368	 pop_57 	SsaD486 	174 	174
NL-PHR-2369	 pop_57 	SsaD486 	174 	178
NL-PIN-5400	 pop_58 	SsaD486 	186 	194
NL-PIN-5401	 pop_58 	SsaD486 	190 	190
NL-PIN-5402	 pop_58 	SsaD486 	178 	194
NL-PIN-5403	 pop_58 	SsaD486 	190 	194
NL-PIN-5404	 pop_58 	SsaD486 	178 	190
NL-PIN-5405	 pop_58 	SsaD486 	190 	194
NL-PIN-5406	 pop_58 	SsaD486 	190 	198
NL-PIN-5407	 pop_58 	SsaD486 	174 	186
NL-PIN-5408	 pop_58 	SsaD486 	182 	194
NL-PIN-5409	 pop_58 	SsaD486 	174 	174
NL-PIN-5410	 pop_58 	SsaD486 	190 	194
NL-PIN-5411	 pop_58 	SsaD486 	190 	194
NL-PIN-5412	 pop_58 	SsaD486 	178 	190
NL-PIN-5413	 pop_58 	SsaD486 	194 	194
NL-PIN-5414	 pop_58 	SsaD486 	174 	194
NL-PIN-5415	 pop_58 	SsaD486 	194 	198
NL-PIN-5416	 pop_58 	SsaD486 	194 	198
NL-PIN-5417	 pop_58 	SsaD486 	194 	194
NL-PIN-5418	 pop_58 	SsaD486 	190 	194
NL-PIN-5419	 pop_58 	SsaD486 	178 	194
NL-PIN-5420	 pop_58 	SsaD486 	190 	194
NL-PIN-5421	 pop_58 	SsaD486 	194 	198
NL-PIN-5422	 pop_58 	SsaD486 	190 	194
NL-PIN-5423	 pop_58 	SsaD486 	178 	194
NL-PIN-5424	 pop_58 	SsaD486 	174 	198
NL-PIN-5425	 pop_58 	SsaD486 	178 	190
NL-PIN-5426	 pop_58 	SsaD486 	190 	190
NL-PIN-5427	 pop_58 	SsaD486 	178 	186
NL-PIN-5428	 pop_58 	SsaD486 	178 	194
NL-PIN-5429	 pop_58 	SsaD486 	190 	190
NL-PIN-5430	 pop_58 	SsaD486 	178 	190
NL-PIN-5431	 pop_58 	SsaD486 	178 	190
NL-PIN-5432	 pop_58 	SsaD486 	174 	190
NL-PIN-5433	 pop_58 	SsaD486 	178 	190
NL-PIN-5434	 pop_58 	SsaD486 	174 	174
NL-PIN-5435	 pop_58 	SsaD486 	190 	190
NL-PIN-5436	 pop_58 	SsaD486 	174 	198
NL-PIN-5437	 pop_58 	SsaD486 	190 	194
NL-PIN-5438	 pop_58 	SsaD486 	174 	194
NL-PIN-5439	 pop_58 	SsaD486 	190 	194
NL-PIN-5440	 pop_58 	SsaD486 	174 	178
NL-PIN-5441	 pop_58 	SsaD486 	178 	190
NL-PIN-5442	 pop_58 	SsaD486 	174 	190
NL-PIN-5443	 pop_58 	SsaD486 	178 	190
NL-PIN-5444	 pop_58 	SsaD486 	190 	190
NL-PIN-5445	 pop_58 	SsaD486 	190 	194
NL-PIN-5446	 pop_58 	SsaD486 	174 	174
NL-PIN-5447	 pop_58 	SsaD486 	178 	194
NL-PIN-5448	 pop_58 	SsaD486 	190 	190
NL-PIN-5449	 pop_58 	SsaD486 	174 	174
NL-PIN-5450	 pop_58 	SsaD486 	190 	190
NL-PIN-5451	 pop_58 	SsaD486 	174 	174
NL-PIN-5452	 pop_58 	SsaD486 	190 	190
NL-PIN-5453	 pop_58 	SsaD486 	174 	178
NL-PIN-5454	 pop_58 	SsaD486 	178 	194
NL-PIN-5455	 pop_58 	SsaD486 	194 	194
NL-PIN-5456	 pop_58 	SsaD486 	178 	194
NL-PIN-5457	 pop_58 	SsaD486 	178 	190
NL-PIN-5458	 pop_58 	SsaD486 	178 	190
NL-PIN-5459	 pop_58 	SsaD486 	178 	190
NL-PIN-5460	 pop_58 	SsaD486 	174 	190
NL-PIN-5461	 pop_58 	SsaD486 	194 	194
NL-PIN-5462	 pop_58 	SsaD486 	174 	194
NL-PIN-5463	 pop_58 	SsaD486 	186 	190
NL-PIN-5464	 pop_58 	SsaD486 	178 	194
NL-PIN-5465	 pop_58 	SsaD486 	178 	190
NL-PIN-5466	 pop_58 	SsaD486 	174 	198
NL-PIN-5467	 pop_58 	SsaD486 	190 	190
NL-PIN-5468	 pop_58 	SsaD486 	174 	202
NL-PIN-5469	 pop_58 	SsaD486 	174 	194
NL-PIN-5470	 pop_58 	SsaD486 	190 	194
NL-PIN-5471	 pop_58 	SsaD486 	190 	202
NL-PIN-5472	 pop_58 	SsaD486 	174 	190
NL-PIN-5473	 pop_58 	SsaD486 	178 	178
NL-PIN-5474	 pop_58 	SsaD486 	174 	190
NL-PIN-5475	 pop_58 	SsaD486 	174 	198
NL-PIN-5476	 pop_58 	SsaD486 	174 	190
NL-PIN-5477	 pop_58 	SsaD486 	194 	202
NL-PIN-5478	 pop_58 	SsaD486 	178 	182
NL-PIN-5479	 pop_58 	SsaD486 	194 	194
NL-PIN-5480	 pop_58 	SsaD486 	174 	178
NL-PIN-5481	 pop_58 	SsaD486 	174 	190
NL-PIN-5482	 pop_58 	SsaD486 	174 	178
NL-PIN-5483	 pop_58 	SsaD486 	186 	190
NL-PIN-5484	 pop_58 	SsaD486 	190 	198
NL-PIN-5485	 pop_58 	SsaD486 	190 	194
NL-PIN-5486	 pop_58 	SsaD486 	178 	194
NL-PIN-5487	 pop_58 	SsaD486 	186 	190
NL-PIN-5488	 pop_58 	SsaD486 	178 	190
NL-PIN-5489	 pop_58 	SsaD486 	186 	190
NL-PIN-5490	 pop_58 	SsaD486 	174 	194
NL-PIN-5491	 pop_58 	SsaD486 	174 	194
NL-PIN-5492	 pop_58 	SsaD486 	186 	190
NL-PIN-5493	 pop_58 	SsaD486 	190 	190
NL-PIN-5494	 pop_58 	SsaD486 	178 	194
NL-PIN-5495	 pop_58 	SsaD486 	178 	178
NL-PIN-5496	 pop_58 	SsaD486 	190 	194
NL-PIN-5497	 pop_58 	SsaD486 	178 	194
NL-PIN-5498	 pop_58 	SsaD486 	190 	190
NL-PIN-5499	 pop_58 	SsaD486 	194 	194
NL-RBR-2050	 pop_59 	SsaD486 	174 	194
NL-RBR-2051	 pop_59 	SsaD486 	174 	190
NL-RBR-2052	 pop_59 	SsaD486 	174 	190
NL-RBR-2053	 pop_59 	SsaD486 	174 	178
NL-RBR-2054	 pop_59 	SsaD486 	174 	174
NL-RBR-2055	 pop_59 	SsaD486 	178 	190
NL-RBR-2056	 pop_59 	SsaD486 	178 	178
NL-RBR-2057	 pop_59 	SsaD486 	174 	174
NL-RBR-2058	 pop_59 	SsaD486 	174 	174
NL-RBR-2059	 pop_59 	SsaD486 	174 	174
NL-RBR-2060	 pop_59 	SsaD486 	174 	174
NL-RBR-2061	 pop_59 	SsaD486 	174 	198
NL-RBR-2062	 pop_59 	SsaD486 	174 	178
NL-RBR-2063	 pop_59 	SsaD486 	178 	190
NL-RBR-2064	 pop_59 	SsaD486 	174 	178
NL-RBR-2065	 pop_59 	SsaD486 	178 	190
NL-RBR-2066	 pop_59 	SsaD486 	174 	178
NL-RBR-2067	 pop_59 	SsaD486 	174 	174
NL-RBR-2068	 pop_59 	SsaD486 	178 	178
NL-RBR-2069	 pop_59 	SsaD486 	174 	186
NL-RBR-2070	 pop_59 	SsaD486 	178 	178
NL-RBR-2071	 pop_59 	SsaD486 	178 	178
NL-RBR-2072	 pop_59 	SsaD486 	178 	178
NL-RBR-2073	 pop_59 	SsaD486 	174 	190
NL-RBR-2074	 pop_59 	SsaD486 	174 	174
NL-RBR-2075	 pop_59 	SsaD486 	174 	174
NL-RBR-2076	 pop_59 	SsaD486 	178 	190
NL-RBR-2077	 pop_59 	SsaD486 	178 	186
NL-RBR-2078	 pop_59 	SsaD486 	190 	198
NL-RBR-2079	 pop_59 	SsaD486 	174 	186
NL-RBR-2080	 pop_59 	SsaD486 	174 	206
NL-RBR-2081	 pop_59 	SsaD486 	174 	198
NL-RBR-2082	 pop_59 	SsaD486 	174 	178
NL-RBR-2083	 pop_59 	SsaD486 	174 	190
NL-RBR-2084	 pop_59 	SsaD486 	174 	178
NL-RBR-2085	 pop_59 	SsaD486 	174 	178
NL-RBR-2086	 pop_59 	SsaD486 	174 	174
NL-RBR-2087	 pop_59 	SsaD486 	174 	178
NL-RBR-2088	 pop_59 	SsaD486 	174 	190
NL-RBR-2089	 pop_59 	SsaD486 	190 	198
NL-RBR-2090	 pop_59 	SsaD486 	174 	190
NL-RBR-2091	 pop_59 	SsaD486 	174 	174
NL-RBR-2092	 pop_59 	SsaD486 	174 	174
NL-RBR-2093	 pop_59 	SsaD486 	174 	178
NL-RBR-2094	 pop_59 	SsaD486 	174 	190
NL-RBR-2095	 pop_59 	SsaD486 	178 	178
NL-RBR-2096	 pop_59 	SsaD486 	174 	174
NL-RBR-2097	 pop_59 	SsaD486 	174 	178
NL-RBR-2098	 pop_59 	SsaD486 	178 	178
NL-RBR-2099	 pop_59 	SsaD486 	178 	190
NL-ROF-3300	 pop_60 	SsaD486 	174 	178
NL-ROF-3301	 pop_60 	SsaD486 	174 	178
NL-ROF-3302	 pop_60 	SsaD486 	174 	174
NL-ROF-3303	 pop_60 	SsaD486 	174 	174
NL-ROF-3304	 pop_60 	SsaD486 	174 	178
NL-ROF-3305	 pop_60 	SsaD486 	174 	174
NL-ROF-3306	 pop_60 	SsaD486 	174 	174
NL-ROF-3307	 pop_60 	SsaD486 	174 	174
NL-ROF-3308	 pop_60 	SsaD486 	174 	174
NL-ROF-3309	 pop_60 	SsaD486 	174 	178
NL-ROF-3310	 pop_60 	SsaD486 	174 	174
NL-ROF-3311	 pop_60 	SsaD486 	174 	190
NL-ROF-3312	 pop_60 	SsaD486 	174 	178
NL-ROF-3313	 pop_60 	SsaD486 	174 	174
NL-ROF-3314	 pop_60 	SsaD486 	174 	174
NL-ROF-3315	 pop_60 	SsaD486 	178 	178
NL-ROF-3316	 pop_60 	SsaD486 	174 	174
NL-ROF-3317	 pop_60 	SsaD486 	174 	178
NL-ROF-3318	 pop_60 	SsaD486 	174 	174
NL-ROF-3319	 pop_60 	SsaD486 	174 	174
NL-ROF-3320	 pop_60 	SsaD486 	174 	174
NL-ROF-3321	 pop_60 	SsaD486 	174 	174
NL-ROF-3322	 pop_60 	SsaD486 	174 	174
NL-ROF-3323	 pop_60 	SsaD486 	174 	174
NL-ROF-3324	 pop_60 	SsaD486 	174 	174
NL-ROF-3325	 pop_60 	SsaD486 	174 	174
NL-ROF-3326	 pop_60 	SsaD486 	174 	190
NL-ROF-3327	 pop_60 	SsaD486 	174 	174
NL-ROF-3328	 pop_60 	SsaD486 	174 	174
NL-ROF-3329	 pop_60 	SsaD486 	174 	174
NL-ROF-3330	 pop_60 	SsaD486 	174 	174
NL-ROF-3331	 pop_60 	SsaD486 	174 	174
NL-ROF-3332	 pop_60 	SsaD486 	174 	174
NL-ROF-3333	 pop_60 	SsaD486 	174 	174
NL-ROF-3334	 pop_60 	SsaD486 	174 	174
NL-ROF-3335	 pop_60 	SsaD486 	174 	174
NL-ROF-3336	 pop_60 	SsaD486 	174 	174
NL-ROF-3337	 pop_60 	SsaD486 	174 	178
NL-ROF-3338	 pop_60 	SsaD486 	174 	178
NL-ROF-3339	 pop_60 	SsaD486 	174 	174
NL-ROF-3340	 pop_60 	SsaD486 	174 	174
NL-ROF-3341	 pop_60 	SsaD486 	174 	174
NL-ROF-3342	 pop_60 	SsaD486 	174 	174
NL-ROF-3343	 pop_60 	SsaD486 	174 	174
NL-ROF-3344	 pop_60 	SsaD486 	174 	174
NL-ROF-3345	 pop_60 	SsaD486 	174 	174
NL-ROF-3346	 pop_60 	SsaD486 	174 	174
NL-ROF-3347	 pop_60 	SsaD486 	174 	174
NL-ROF-3348	 pop_60 	SsaD486 	174 	174
NL-ROF-3349	 pop_60 	SsaD486 	174 	174
NL-ROP-3400	 pop_61 	SsaD486 	174 	190
NL-ROP-3401	 pop_61 	SsaD486 	174 	174
NL-ROP-3402	 pop_61 	SsaD486 	174 	174
NL-ROP-3403	 pop_61 	SsaD486 	174 	190
NL-ROP-3404	 pop_61 	SsaD486 	174 	190
NL-ROP-3405	 pop_61 	SsaD486 	174 	174
NL-ROP-3406	 pop_61 	SsaD486 	174 	174
NL-ROP-3407	 pop_61 	SsaD486 	174 	174
NL-ROP-3408	 pop_61 	SsaD486 	174 	174
NL-ROP-3409	 pop_61 	SsaD486 	190 	194
NL-ROP-3410	 pop_61 	SsaD486 	174 	190
NL-ROP-3411	 pop_61 	SsaD486 	182 	190
NL-ROP-3412	 pop_61 	SsaD486 	174 	194
NL-ROP-3413	 pop_61 	SsaD486 	174 	190
NL-ROP-3414	 pop_61 	SsaD486 	174 	174
NL-ROP-3415	 pop_61 	SsaD486 	174 	190
NL-ROP-3416	 pop_61 	SsaD486 	174 	194
NL-ROP-3417	 pop_61 	SsaD486 	174 	174
NL-ROP-3418	 pop_61 	SsaD486 	174 	182
NL-ROP-3419	 pop_61 	SsaD486 	182 	190
NL-ROP-3420	 pop_61 	SsaD486 	174 	182
NL-ROP-3421	 pop_61 	SsaD486 	174 	182
NL-ROP-3422	 pop_61 	SsaD486 	174 	182
NL-ROP-3423	 pop_61 	SsaD486 	174 	174
NL-ROP-3424	 pop_61 	SsaD486 	174 	190
NL-ROP-3425	 pop_61 	SsaD486 	174 	178
NL-ROP-3426	 pop_61 	SsaD486 	182 	182
NL-ROP-3427	 pop_61 	SsaD486 	174 	174
NL-ROP-3428	 pop_61 	SsaD486 	174 	178
NL-ROP-3429	 pop_61 	SsaD486 	174 	174
NL-ROP-3430	 pop_61 	SsaD486 	174 	190
NL-ROP-3431	 pop_61 	SsaD486 	174 	174
NL-ROP-3432	 pop_61 	SsaD486 	174 	174
NL-ROP-3433	 pop_61 	SsaD486 	190 	194
NL-ROP-3434	 pop_61 	SsaD486 	174 	190
NL-ROP-3435	 pop_61 	SsaD486 	174 	190
NL-ROP-3436	 pop_61 	SsaD486 	174 	178
NL-ROP-3437	 pop_61 	SsaD486 	174 	190
NL-ROP-3438	 pop_61 	SsaD486 	174 	190
NL-ROP-3439	 pop_61 	SsaD486 	190 	190
NL-ROP-3440	 pop_61 	SsaD486 	174 	174
NL-ROP-3441	 pop_61 	SsaD486 	174 	178
NL-ROP-3442	 pop_61 	SsaD486 	174 	174
NL-ROP-3443	 pop_61 	SsaD486 	174 	174
NL-ROP-3444	 pop_61 	SsaD486 	174 	174
NL-ROP-3445	 pop_61 	SsaD486 	182 	190
NL-ROP-3446	 pop_61 	SsaD486 	174 	174
NL-ROP-3447	 pop_61 	SsaD486 	174 	174
NL-ROP-3448	 pop_61 	SsaD486 	174 	190
NL-ROP-3449	 pop_61 	SsaD486 	174 	182
NL-ROP-3450	 pop_61 	SsaD486 	174 	178
NL-ROP-3451	 pop_61 	SsaD486 	174 	174
NL-ROP-3452	 pop_61 	SsaD486 	174 	174
NL-ROP-3453	 pop_61 	SsaD486 	178 	182
NL-ROP-3454	 pop_61 	SsaD486 	174 	174
NL-ROP-3455	 pop_61 	SsaD486 	178 	182
NL-ROP-3456	 pop_61 	SsaD486 	174 	190
NL-ROP-3457	 pop_61 	SsaD486 	178 	182
NL-ROP-3458	 pop_61 	SsaD486 	182 	198
NL-ROP-3459	 pop_61 	SsaD486 	174 	178
NL-ROP-3460	 pop_61 	SsaD486 	178 	178
NL-ROP-3461	 pop_61 	SsaD486 	182 	186
NL-ROP-3462	 pop_61 	SsaD486 	182 	182
NL-ROP-3463	 pop_61 	SsaD486 	190 	190
NL-ROP-3464	 pop_61 	SsaD486 	174 	178
NL-ROP-3465	 pop_61 	SsaD486 	174 	178
NL-ROP-3466	 pop_61 	SsaD486 	174 	178
NL-ROP-3467	 pop_61 	SsaD486 	174 	174
NL-ROP-3468	 pop_61 	SsaD486 	174 	178
NL-ROP-3469	 pop_61 	SsaD486 	174 	178
NL-ROP-3470	 pop_61 	SsaD486 	174 	194
NL-ROP-3471	 pop_61 	SsaD486 	182 	190
NL-ROP-3472	 pop_61 	SsaD486 	174 	174
NL-ROP-3473	 pop_61 	SsaD486 	174 	178
NL-ROP-3474	 pop_61 	SsaD486 	174 	182
NL-ROP-3475	 pop_61 	SsaD486 	174 	178
NL-ROP-3476	 pop_61 	SsaD486 	174 	178
NL-ROP-3477	 pop_61 	SsaD486 	174 	174
NL-ROP-3478	 pop_61 	SsaD486 	174 	178
NL-ROP-3479	 pop_61 	SsaD486 	174 	178
NL-ROP-3480	 pop_61 	SsaD486 	178 	186
NL-ROP-3481	 pop_61 	SsaD486 	178 	182
NL-ROP-3482	 pop_61 	SsaD486 	178 	178
NL-ROP-3483	 pop_61 	SsaD486 	178 	182
NL-ROP-3484	 pop_61 	SsaD486 	174 	178
NL-ROP-3485	 pop_61 	SsaD486 	174 	178
NL-ROP-3486	 pop_61 	SsaD486 	182 	186
NL-ROP-3487	 pop_61 	SsaD486 	174 	178
NL-ROP-3488	 pop_61 	SsaD486 	190 	202
NL-ROP-3489	 pop_61 	SsaD486 	178 	198
NL-ROP-3490	 pop_61 	SsaD486 	174 	174
NL-ROP-3491	 pop_61 	SsaD486 	178 	190
NL-ROP-3492	 pop_61 	SsaD486 	174 	178
NL-ROP-3493	 pop_61 	SsaD486 	178 	178
NL-ROP-3494	 pop_61 	SsaD486 	178 	178
NL-ROP-3495	 pop_61 	SsaD486 	174 	190
NL-ROP-3496	 pop_61 	SsaD486 	174 	178
NL-ROP-3497	 pop_61 	SsaD486 	174 	174
NL-ROP-3498	 pop_61 	SsaD486 	174 	178
NL-ROP-3499	 pop_61 	SsaD486 	178 	198
NL-RWR-4000	 pop_62 	SsaD486 	190 	190
NL-RWR-4002	 pop_62 	SsaD486 	190 	190
NL-RWR-4003	 pop_62 	SsaD486 	178 	194
NL-RWR-4004	 pop_62 	SsaD486 	190 	190
NL-RWR-4006	 pop_62 	SsaD486 	178 	194
NL-RWR-4008	 pop_62 	SsaD486 	174 	190
NL-RWR-4009	 pop_62 	SsaD486 	190 	194
NL-RWR-4011	 pop_62 	SsaD486 	190 	194
NL-RWR-4014	 pop_62 	SsaD486 	178 	190
NL-RWR-4015	 pop_62 	SsaD486 	190 	190
NL-RWR-4017	 pop_62 	SsaD486 	190 	190
NL-RWR-4018	 pop_62 	SsaD486 	178 	194
NL-RWR-4019	 pop_62 	SsaD486 	178 	190
NL-RWR-4020	 pop_62 	SsaD486 	174 	178
NL-RWR-4022	 pop_62 	SsaD486 	178 	190
NL-RWR-4023	 pop_62 	SsaD486 	178 	194
NL-RWR-4024	 pop_62 	SsaD486 	194 	194
NL-RWR-4025	 pop_62 	SsaD486 	174 	190
NL-RWR-4027	 pop_62 	SsaD486 	190 	194
NL-RWR-4028	 pop_62 	SsaD486 	190 	194
NL-RWR-4029	 pop_62 	SsaD486 	190 	194
NL-RWR-4030	 pop_62 	SsaD486 	174 	190
NL-RWR-4031	 pop_62 	SsaD486 	190 	194
NL-RWR-4034	 pop_62 	SsaD486 	174 	190
NL-RWR-4036	 pop_62 	SsaD486 	190 	190
