
QC-ANG-01
hwe_glb	0.165816581658166	0.230623062306231	0.867986798679868	0.8996899689969	0.921792179217922	0.78037803780378	0.832083208320832	0.850882434949051	0.953895389538954	0.863186318631863	0.364836483648365	0.654665466546655	0.637463746374637	0.832983298329833	0.702870287028703	0.996
hwe_hom	0.0787078707870787	0.0764076407640764	NA	0.270927092709271	0.143314331433143	0.423742374237424	0.0545054505450545	0.358135709912517	0.605160516051605	NA	0.375737573757376	NA	0.52985298529853	0.481548154815482	NA	0.367
hwe_het	NA	NA	0.21952195219522	NA	NA	NA	NA	NA	NA	0.0109010901090109	NA	0.200720072007201	NA	NA	0.067006700670067	0.897

QC-SU-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.16207607383382	6.96957893786106	8.40719491451087	11.4285526238329	12.0076540668697	12.7594804020386	5.68974187500984	5.5818504993468	7.52121413815186	9.61785541636941	6.60603747425223	4.14715121886487	0	1.92570281124498	0	6.588
size	43	43	44	43	43	44	44	43	42	43	41	42	44	42	39	42.667
obs_het	0.651162790697674	0.86046511627907	0.795454545454545	0.883720930232558	0.906976744186046	0.840909090909091	0.795454545454545	0.86046511627907	0.833333333333333	0.930232558139535	0.780487804878049	0.595238095238095	0.772727272727273	0.928571428571429	0.974358974358974	0.827
exp_het	0.733369388858843	0.790427257977285	0.851497933884298	0.924012979989183	0.93374797187669	0.945764462809917	0.772985537190083	0.76500811249324	0.861678004535147	0.895078420767983	0.792385484830458	0.627834467120181	0.673811983471074	0.91468253968254	0.940828402366864	0.828
uexp_het	0.742	0.8	0.861	0.935	0.945	0.957	0.782	0.774	0.872	0.906	0.802	0.635	0.682	0.926	0.953	0.838
fis	0.112094395280236	-0.0886075949367089	0.0658174097664543	0.0436055019022534	0.0286707211120766	0.110868377935554	-0.0290678249248244	-0.124779073877695	0.0328947368421053	-0.0392749244712991	0.015015015015015	0.0519187358916479	-0.146799540053661	-0.0151843817787418	-0.0356394129979034	-0.001
hwe_glb	0.279227922792279	0.913091309130913	0.46954695469547	0.962896289628963	0.284928492849285	0.248524852485249	0.856485648564857	0.228322832283228	0.103010301030103	0.301330133013301	0.85978597859786	0.594362838531306	0.830730619233316	0.159215921592159	0.967096709670967	0.711
hwe_hom	NA	0.113311331133113	NA	0.715971597159716	NA	NA	0.492649264926493	0.161016101610161	NA	0.332333233323332	0.543554355435544	NA	0.0674703804012648	0.418741874187419	0.236523652365237	0.793
hwe_het	0.0074007400740074	NA	0.250725072507251	NA	0.0447044704470447	0.0045004500450045	NA	NA	0.108810881088109	NA	NA	0.303697813754244	NA	NA	NA	0.195

QC-SHR-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.21733848587928	8.87590831117154	10.7030384177031	12.3882728880519	11.7860462051388	12.4067723521722	5.59250637868362	5.37970284168301	9.21461119950433	10.5761758092257	9.50020271827996	4.77170837794645	0	1.95737373737374	0	7.225
size	50	50	50	47	50	49	49	49	48	48	47	46	50	50	50	48.867
obs_het	0.78	0.86	0.94	0.957446808510638	0.94	0.816326530612245	0.63265306122449	0.714285714285714	0.916666666666667	0.9375	0.829787234042553	0.543478260869565	0.84	0.94	0.94	0.839
exp_het	0.666	0.8852	0.9192	0.94182888184699	0.9308	0.941274468971262	0.801541024573095	0.731153685964182	0.899739583333333	0.918619791666667	0.893164327750113	0.582230623818526	0.7656	0.9478	0.945	0.851
uexp_het	0.673	0.894	0.928	0.952	0.94	0.951	0.81	0.739	0.909	0.928	0.903	0.589	0.773	0.957	0.955	0.86
fis	-0.171171171171171	0.0284681427925892	-0.022628372497824	-0.0165825522710887	-0.00988397077782555	0.132743362831858	0.210704078981554	0.023070350327542	-0.0188133140376265	-0.0205527994330263	0.0709579320831221	0.0665584415584416	-0.0971786833855799	0.00822958430048537	0.00529100529100535	0.013
hwe_glb	0.327032703270327	0.339133913391339	0.197819781978198	0.566256625662566	0.133413341334133	0.001000100010001	0.214021402140214	0.210921092109211	0.469246924692469	0.24032403240324	0.0157015701570157	0.617041756899847	0.293029302930293	0.361336133613361	0.569156915691569	0.007
hwe_hom	0.0124012401240124	NA	0.445344534453445	0.566256625662566	0.414741474147415	NA	NA	0.352235223522352	0.432443244324432	0.256025602560256	NA	NA	0.0795079507950795	0.645564556455646	NA	0.689
hwe_het	NA	0.261626162616262	NA	NA	NA	0.0001000100010001	0.0076007600760076	NA	NA	NA	0.257225722572257	0.12537865899206	NA	NA	0.184418441844184	0.085

QC-SJQ2-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	7.35293395194676	8.66521377627571	9.84706083116112	11.9608385770298	11.5358220484752	12.0410460402673	8.34000349006343	5.35679601202383	7.16722603946902	10.0141105005907	9.64277918957971	4.79363959600679	0	1.95942028985507	0	7.245
size	33	35	35	35	35	35	35	35	34	33	34	29	35	35	30	33.867
obs_het	0.909090909090909	0.942857142857143	0.914285714285714	0.971428571428571	0.885714285714286	0.885714285714286	0.885714285714286	0.628571428571429	0.882352941176471	0.818181818181818	0.705882352941177	0.551724137931034	0.685714285714286	0.971428571428571	0.966666666666667	0.84
exp_het	0.835629017447199	0.885714285714286	0.900816326530612	0.927755102040816	0.924897959183673	0.933877551020408	0.864081632653061	0.689387755102041	0.839100346020761	0.889348025711662	0.902681660899654	0.618906064209275	0.7	0.945714285714286	0.947777777777778	0.854
uexp_het	0.848	0.899	0.914	0.941	0.938	0.947	0.877	0.699	0.852	0.903	0.916	0.63	0.71	0.959	0.964	0.866
fis	-0.087912087912088	-0.064516129032258	-0.01495242410512	-0.0470743510778706	0.0423654015887026	0.0515734265734266	-0.0250354274917335	0.088217880402605	-0.0515463917525774	0.080020650490449	0.218016291327264	0.108549471661864	0.020408163265306	-0.0271903323262839	-0.0199296600234466	0.018
hwe_glb	0.255925592559256	0.371737173717372	0.672967296729673	0.915591559155916	0.911791179117912	0.511351135113511	0.516851685168517	0.0459045904590459	0.680668066806681	0.0844084408440844	0.0632063206320632	0.315067740080149	0.0511389487629569	0.274127412741274	0.593759375937594	0.155
hwe_hom	0.27982798279828	0.228122812281228	NA	0.361136113611361	NA	NA	0.484748474847485	NA	0.273827382738274	NA	NA	0.301470100918835	0.311796949870487	0.284928492849285	0.452445244524452	0.906
hwe_het	NA	NA	0.0736073607360736	NA	0.22972297229723	0.133713371337134	NA	0.156615661566157	NA	0.232723272327233	0.0007000700070007	NA	NA	NA	NA	0.308

QC-SJQ8-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.5144020773166	9.18295136951266	8.19217097467051	11.5595937929128	12.7031531134905	11.9188314651526	7.94889497029629	5.09850161805699	8.77055604609031	10.4680882939195	8.61346396859945	4.70726724513539	0	1.94343434343434	0	7.175
size	50	50	49	47	49	50	49	49	50	50	49	50	50	50	50	49.467
obs_het	0.8	0.82	1	0.893617021276596	0.897959183673469	0.86	0.714285714285714	0.693877551020408	0.92	0.88	0.897959183673469	0.72	0.7	0.9	0.9	0.84
exp_het	0.7778	0.8898	0.874427321949188	0.931643277501132	0.945855893377759	0.9344	0.854852144939608	0.659933361099542	0.8754	0.917	0.877551020408163	0.7474	0.7404	0.934	0.9364	0.86
uexp_het	0.786	0.899	0.883	0.942	0.956	0.944	0.864	0.667	0.884	0.926	0.887	0.755	0.748	0.943	0.946	0.869
fis	-0.0285420416559528	0.0784445942908518	-0.143605620385806	0.0408163265306123	0.0506384852487891	0.0796232876712329	0.164433617539586	-0.0514357841590409	-0.0509481379940599	0.0403489640130862	-0.0232558139534884	0.0366604227990366	0.0545650999459751	0.0364025695931477	0.0388722768047842	0.022
hwe_glb	0.048004800480048	0.391339133913391	0.40994099409941	0.110811081108111	0.136013601360136	0.0276027602760276	0.019001900190019	0.993099309930993	0.0086008600860086	0.884688468846885	0.466446644664466	0.861286128612861	0.495949594959496	0.392939293929393	0.231823182318232	0.01
hwe_hom	NA	NA	0.0022002200220022	NA	NA	NA	NA	0.33043304330433	0.481848184818482	NA	0.269026902690269	NA	NA	NA	NA	0.949
hwe_het	0.109110911091109	0.137513751375138	NA	0.0569056905690569	0.0576057605760576	0.0034003400340034	0.0045004500450045	NA	NA	0.214121412141214	NA	0.240624062406241	0.282828282828283	0.0683068306830683	0.0145014501450145	0

QC-SM-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.24049368191178	8.26521526902774	6.83853236149073	12.0594601214827	10.4777713219136	10.7994398667386	6.98133502397065	4.23909558867788	6.98712640364031	10.7843872850103	8.84512602455858	4.30157772799821	0	1.94561815336463	0	6.518
size	36	36	35	33	35	36	36	36	36	36	36	32	36	36	35	35.333
obs_het	0.694444444444444	0.916666666666667	0.885714285714286	0.96969696969697	0.914285714285714	0.861111111111111	0.833333333333333	0.75	0.722222222222222	0.944444444444444	0.972222222222222	0.6875	0.944444444444444	0.888888888888889	0.942857142857143	0.862
exp_het	0.719135802469136	0.861496913580247	0.821632653061225	0.932966023875115	0.909795918367347	0.918595679012346	0.815586419753086	0.639660493827161	0.845293209876543	0.920910493827161	0.891975308641975	0.71044921875	0.797453703703704	0.932484567901235	0.941632653061224	0.844
uexp_het	0.729	0.874	0.834	0.947	0.923	0.932	0.827	0.649	0.857	0.934	0.905	0.722	0.809	0.946	0.955	0.856
fis	0.034334763948498	-0.0640394088669951	-0.0779930452061599	-0.0393700787401576	-0.00493494840735753	0.0625787484250314	-0.021759697256386	-0.172496984318456	0.145595618439069	-0.0255550900712191	-0.0899653979238755	0.0323024054982818	-0.184325108853411	0.0467521721141912	-0.0013003901170352	-0.024
hwe_glb	0.42034203420342	0.866086608660866	0.0261026102610261	0.528752875287529	0.586358635863586	0.6996699669967	0.877887788778878	0.623042782623421	0.117311731173117	0.0938093809380938	0.644464446444645	0.0886687341514004	0.423742374237424	0.381538153815382	0.542154215421542	0.314
hwe_hom	NA	0.288728872887289	0.586758675867587	0.580758075807581	0.517851785178518	NA	0.497949794979498	0.0671197565176337	NA	0.386638663866387	0.0954095409540954	0.626687143577217	0.015001500150015	NA	0.635263526352635	0.487
hwe_het	0.0255025502550255	NA	NA	NA	NA	0.096009600960096	NA	NA	0.0416041604160416	NA	NA	NA	NA	0.0666066606660666	NA	0.781

QC-SPQ9-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	4.55059591287485	7.77464537115261	8.38637741163998	11.8501158349166	11.2115794463998	11.3209871465894	6.55441635869949	5.40864820935069	7.72532548765768	9.54149928745433	9.45897994792272	4.23137066926867	0	1.96118598382749	0	6.665
size	52	52	52	52	52	51	52	53	53	53	51	52	53	53	51	52.133
obs_het	0.711538461538462	0.826923076923077	0.865384615384615	0.923076923076923	1	0.862745098039216	0.730769230769231	0.679245283018868	0.867924528301887	0.811320754716981	0.882352941176471	0.365384615384615	0.773584905660377	0.886792452830189	0.882352941176471	0.805
exp_het	0.657544378698225	0.863350591715976	0.876294378698225	0.93435650887574	0.927884615384615	0.925413302575932	0.799186390532544	0.696333214667141	0.833392666429334	0.885368458526166	0.887158785082661	0.537536982248521	0.729441082235671	0.952118191527234	0.932718185313341	0.829
uexp_het	0.664	0.872	0.885	0.943	0.937	0.935	0.807	0.703	0.841	0.894	0.896	0.543	0.736	0.961	0.942	0.837
fis	-0.0821147356580427	0.0421931891197258	0.0124498839417599	0.0120720364140114	-0.0777202072538861	0.0677191524719568	0.0856085145765849	0.0245398773006135	-0.0414352840666381	0.0836349014877361	0.00541711809317447	0.320261437908497	-0.0605173255246463	0.0686109553187512	0.0539983511953834	0.034
hwe_glb	0.2003200320032	0.837483748374838	0.720672067206721	0.498449844984498	0.5001500150015	0.635763576357636	0.237223722372237	0.344234423442344	0.854885488548855	0.102110211021102	0.0387038703870387	0.00518200662635817	0.118511851185119	0.395439543954395	0.153915391539154	0.041
hwe_hom	0.20952095209521	NA	0.58985898589859	NA	0.0337033703370337	NA	NA	NA	NA	NA	0.611661166116612	NA	0.154915491549155	NA	NA	0.985
hwe_het	NA	0.236023602360236	NA	0.155115511551155	NA	0.062006200620062	0.177017701770177	0.124512451245125	0.312931293129313	0.0168016801680168	NA	0.0207518134525565	NA	0.0159015901590159	0.0161016101610161	0.004

QC-SW-10
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.19855337379575	3.7857415393111	6.23478571828489	7.81924622185287	8.44534667735789	8.21280883628364	5.34992283945421	4.47727841240873	6.87165431449786	6.85688584026857	6.60539037563038	4.94367238550654	0	1.92125302872966	0	5.115
size	55	57	57	57	57	56	57	57	57	57	54	56	56	54	53	56
obs_het	0.872727272727273	0.526315789473684	0.666666666666667	0.754385964912281	0.912280701754386	0.821428571428571	0.526315789473684	0.701754385964912	0.894736842105263	0.842105263157895	0.759259259259259	0.767857142857143	0.607142857142857	0.907407407407407	0.849056603773585	0.761
exp_het	0.767438016528926	0.506001846722068	0.66528162511542	0.825792551554325	0.868574946137273	0.826052295918367	0.705601723607264	0.69067405355494	0.847183748845799	0.792089873807325	0.793895747599451	0.75797193877551	0.71109693877551	0.912722908093278	0.908330366678533	0.772
uexp_het	0.774	0.51	0.671	0.833	0.876	0.833	0.712	0.697	0.855	0.799	0.801	0.765	0.718	0.921	0.917	0.779
fis	-0.137195778591428	-0.0401459854014596	-0.00208188757807104	0.0864703689899368	-0.0503189227498226	0.00559737502412672	0.254089422028353	-0.0160427807486629	-0.0561307901907357	-0.0631435787837573	0.0436285097192224	-0.0130416491375684	0.146188340807175	0.00582378358068758	0.0652557319223985	0.015
hwe_glb	0.0653065306530653	0.983731153677704	0.0577057705770577	0.106210621062106	0.255125512551255	0.132713271327133	0.0492049204920492	0.0245024502450245	0.775077507750775	0.553255325532553	0.431343134313431	0.578257825782578	0.0174017401740174	0.233723372337234	0.328032803280328	0.005
hwe_hom	0.0202020202020202	0.479550611152958	0.462846284628463	NA	0.187418741874187	0.673867386738674	NA	0.314331433143314	0.313431343134313	0.316631663166317	NA	NA	NA	0.665666566656666	NA	0.827
hwe_het	NA	NA	NA	0.055005500550055	NA	NA	0.0169016901690169	NA	NA	NA	0.101810181018102	0.0499049904990499	0.0047004700470047	NA	0.0134013401340134	0.049

QC-VF-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.38939114645072	6.9319620119069	9.00897799585507	11.8280174180449	11.7858310240478	12.7268141481887	8.31680430780915	3.84247995423589	8.56284144266727	7.56365178016105	9.60697522048913	5.05532677098954	0	1.93246370713234	0	6.837
size	47	49	49	49	48	49	47	48	46	46	49	49	49	49	41	47.667
obs_het	0.702127659574468	0.897959183673469	0.816326530612245	0.897959183673469	0.916666666666667	1	0.808510638297872	0.666666666666667	0.891304347826087	0.847826086956522	0.959183673469388	0.571428571428571	0.775510204081633	0.938775510204082	1	0.846
exp_het	0.747623358985967	0.835485214493961	0.850895460224906	0.936693044564765	0.927734375	0.945439400249896	0.873472159348121	0.651909722222222	0.880671077504726	0.857986767485822	0.902124114952103	0.6695127030404	0.733860891295294	0.922948771345273	0.933670434265318	0.845
uexp_het	0.756	0.844	0.86	0.946	0.938	0.955	0.883	0.659	0.89	0.867	0.911	0.676	0.741	0.932	0.945	0.854
fis	0.0608537693006358	-0.0747756729810569	0.0406265296133138	0.0413517118719431	0.0119298245614036	-0.0577092511013215	0.0743715988598084	-0.0226364846870839	-0.0120740541990878	0.0118424676397687	-0.0632502308402585	0.146500777604977	-0.0567536889897844	-0.0171480144404332	-0.0710417330359987	0.001
hwe_glb	0.136213621362136	0.053005300530053	0.624362436243624	0.274227422742274	0.0236023602360236	0.715271527152715	0.673167316731673	0.843136779084496	0.0816081608160816	0.265726572657266	0.265326532653265	0.0597059705970597	0.534853485348535	0.766776677667767	0.54015401540154	0.077
hwe_hom	NA	0.137113711371137	NA	NA	NA	0.100710071007101	NA	0.551866644816588	0.505250525052505	NA	0.0738073807380738	NA	0.261026102610261	0.335233523352335	0.0915091509150915	0.676
hwe_het	0.07000700070007	NA	0.0356035603560356	0.0289028902890289	0.183718371837184	NA	0.015001500150015	NA	NA	0.253725372537254	NA	0.0149014901490149	NA	NA	NA	0.071

QC-WAT-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.54692042163486	8.61530376108627	8.96565446359222	9.543498940121	11.1199732321396	11.9160623735478	6.87596431347971	3.90571565038367	6.57648612609668	9.22053029714601	8.11857770338683	5.60077434947974	0	1.90063233965673	0	6.527
size	42	41	40	41	41	42	41	42	41	41	41	41	42	41	42	41.267
obs_het	0.714285714285714	0.902439024390244	0.85	0.951219512195122	1	0.904761904761905	0.878048780487805	0.619047619047619	0.829268292682927	0.902439024390244	0.902439024390244	0.780487804878049	0.714285714285714	0.926829268292683	1	0.858
exp_het	0.778628117913832	0.867340868530637	0.88	0.903033908387864	0.922070196311719	0.935657596371882	0.831945270672219	0.536848072562358	0.761748958953004	0.881618084473528	0.862581796549673	0.774241522903034	0.736961451247166	0.889649018441404	0.933106575963719	0.833
uexp_het	0.788	0.878	0.891	0.914	0.933	0.947	0.842	0.543	0.771	0.893	0.873	0.784	0.746	0.901	0.944	0.843
fis	0.0826356024754277	-0.0404663923182442	0.0340909090909092	-0.0533596837944663	-0.084516129032258	0.0330202968797334	-0.0554165176975332	-0.15311510031679	-0.0886372510737992	-0.02361673414305	-0.0462068965517242	-0.00806761429120262	0.0307692307692309	-0.041792042795052	-0.071688942891859	-0.032
hwe_glb	0.254825482548255	0.81988198819882	0.575557555755576	0.58985898589859	0.92009200920092	0.637063706370637	0.863186318631863	0.734150985131301	0.404740474047405	0.939393939393939	0.19011901190119	0.662466246624662	0.977697769776978	0.0288028802880288	0.958595859585959	0.901
hwe_hom	NA	0.267526752675268	NA	0.23022302230223	0.0514051405140514	NA	0.257025702570257	0.140062890773938	0.0603060306030603	0.558355835583558	0.397639763976398	0.401040104010401	0.604960496049605	0.367036703670367	0.0878087808780878	0.193
hwe_het	0.255225522552255	NA	0.316231623162316	NA	NA	0.195119511951195	NA	NA	NA	NA	NA	NA	NA	NA	NA	1

QC-YO-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.29833010859506	7.60596396815148	9.34906015205433	12.0148142402436	12.175582691854	11.276009655709	7.82795640107861	5.20878249075185	7.25778863593341	10.1867662520953	9.6870743177296	5.40765843074567	0	1.95373737373737	0	7.083
size	47	49	48	50	50	47	49	47	46	48	48	48	50	50	50	48.467
obs_het	0.617021276595745	0.938775510204082	0.8125	0.96	0.92	0.914893617021277	0.877551020408163	0.680851063829787	0.804347826086957	0.916666666666667	0.979166666666667	0.729166666666667	0.52	0.94	0.98	0.839
exp_het	0.778632865550023	0.849645980841316	0.897135416666667	0.9378	0.9402	0.927342688999547	0.860266555601833	0.753961068356722	0.842391304347826	0.898654513888889	0.905815972222222	0.733072916666667	0.6432	0.9442	0.9396	0.857
uexp_het	0.787	0.858	0.907	0.947	0.95	0.937	0.869	0.762	0.852	0.908	0.915	0.741	0.65	0.954	0.949	0.866
fis	0.207558139534884	-0.104901960784314	0.0943396226415095	-0.0236724248240563	0.0214847904701128	0.0134244569196974	-0.0200919874122489	0.0969678775142598	0.0451612903225805	-0.0200434677614103	-0.0809774796358409	0.00532859680284203	0.191542288557214	0.00444821012497365	-0.0429970200085144	0.026
hwe_glb	0.0015001500150015	0.338933893389339	0.364036403640364	0.9002900290029	0.476847684768477	0.602060206020602	0.553255325532553	0.112111211121112	0.476747674767477	0.512451245124512	0.836383638363836	0.854085408540854	0.170917091709171	0.92049204920492	0.976897689768977	0.336
hwe_hom	NA	0.0426042604260426	NA	0.401240124012401	NA	0.606260626062606	0.247624762476248	NA	NA	0.478847884788479	0.052005200520052	0.528452845284528	NA	NA	0.145414541454145	0.751
hwe_het	0.0031003100310031	NA	0.0577057705770577	NA	0.154415441544154	NA	NA	0.13041304130413	0.175217521752175	NA	NA	NA	0.0305030503050305	0.15951595159516	NA	0.121

GU-ANW-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.09423836634599	9.57933093697817	8.90412724926117	11.448764882562	12.4548999628972	12.1552110328947	8.22122340459406	4.97939544391381	8.38936989846298	9.62564448871409	10.2779577535366	4.18491070018197	0	1.93737373737374	0	7.217
size	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
obs_het	0.74	0.94	0.86	0.92	0.92	0.94	0.94	0.64	0.88	0.98	0.92	0.62	0.72	0.9	0.92	0.856
exp_het	0.7806	0.906	0.8828	0.931	0.94	0.9392	0.8558	0.7096	0.869	0.9048	0.9154	0.6116	0.7004	0.928	0.9318	0.854
uexp_het	0.788	0.915	0.892	0.94	0.949	0.949	0.864	0.717	0.878	0.914	0.925	0.618	0.707	0.937	0.941	0.862
fis	0.0520112733794517	-0.0375275938189845	0.0258269143633892	0.0118152524167561	0.0212765957446808	-0.000851788756388361	-0.0983874737088104	0.0980834272829764	-0.0126582278481013	-0.0831122900088417	-0.00502512562814084	-0.0137344669718771	-0.0279840091376355	0.0301724137931034	0.0126636617299849	-0.002
hwe_glb	0.146514651465147	0.344234423442344	0.66956695669567	0.464746474647465	0.0226022602260226	0.201920192019202	0.139013901390139	0.16021602160216	0.962496249624962	0.0904090409040904	0.0671067106710671	0.602520016739828	0.981237763964559	0.181918191819182	0.309330933093309	0.05
hwe_hom	NA	0.26002600260026	NA	NA	NA	0.328832883288329	0.0544054405440544	NA	0.572457245724572	0.0218021802180218	0.607360736073607	NA	0.402576268217566	0.62946294629463	NA	0.805
hwe_het	0.0923092309230923	NA	0.33033303330333	0.206720672067207	0.183618361836184	NA	NA	0.125012501250125	NA	NA	NA	0.107784193921949	NA	NA	0.202720272027203	0.709

GU-COC-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	7.15498910254712	8.53993388431422	9.04733202785579	11.6863702377905	11.4030148719742	11.7454480910821	8.16566440235989	4.8335068659468	7.95090055339585	11.0597000234082	9.52137754170723	4.20729065083298	0	1.94540229885057	0	7.151
size	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44
obs_het	0.75	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.931818181818182	0.909090909090909	0.659090909090909	0.818181818181818	0.931818181818182	0.886363636363636	0.590909090909091	0.840909090909091	1	0.977272727272727	0.862
exp_het	0.834452479338843	0.875	0.881714876033058	0.928719008264463	0.924586776859504	0.935433884297521	0.851497933884298	0.636621900826446	0.853564049586777	0.919421487603306	0.903409090909091	0.671745867768595	0.802944214876033	0.934659090909091	0.913223140495868	0.858
uexp_het	0.844	0.885	0.892	0.939	0.935	0.946	0.861	0.644	0.863	0.93	0.914	0.679	0.812	0.945	0.924	0.868
fis	0.101207056638812	-0.0389610389610389	-0.0310486233157585	0.021134593993326	0.0167597765363129	0.00386526780784102	-0.0676372459811949	-0.0352941176470587	0.0414523449319213	-0.0134831460674156	0.0188679245283019	0.120338331410996	-0.0472820842714698	-0.0699088145896656	-0.0701357466063348	-0.003
hwe_glb	0.7997799779978	0.234423442344234	0.414841484148415	0.516951695169517	0.247124712471247	0.663866386638664	0.897789778977898	0.703170317031703	0.637863786378638	0.651765176517652	0.602360236023602	0.0293015274461106	0.776477647764776	0.501250125012501	0.475547554755476	0.764
hwe_hom	NA	0.671667166716672	0.246624662466247	NA	NA	0.640964096409641	0.111911191119112	0.467646764676468	NA	0.435443544354435	NA	NA	0.226322632263226	0.0794079407940794	0.0827082708270827	0.722
hwe_het	0.192319231923192	NA	NA	0.168316831683168	0.176417641764176	NA	NA	NA	0.274827482748275	NA	0.273727372737274	0.164418799343817	NA	NA	NA	0.938

GU-CLW-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.6309688270309	8.63285172457576	9.40997371482457	13.222199522786	13.3764244350457	12.052811406888	8.73334227053534	4.85759303334529	7.95384577752908	11.2435513624486	9.58330869729789	4.65990124838544	0	1.95232323232323	0	7.487
size	50	50	50	50	50	50	50	50	50	48	50	50	50	50	50	49.867
obs_het	0.76	0.86	0.94	0.96	0.96	0.9	0.92	0.7	0.84	0.9375	0.86	0.66	0.72	0.96	0.98	0.864
exp_het	0.784	0.8812	0.8994	0.9522	0.9534	0.9378	0.8706	0.6176	0.8618	0.924913194444444	0.9044	0.6752	0.7478	0.9428	0.941	0.86
uexp_het	0.792	0.89	0.908	0.962	0.963	0.947	0.879	0.624	0.871	0.935	0.914	0.682	0.755	0.952	0.951	0.868
fis	0.0306122448979592	0.0240581025873808	-0.045141205247943	-0.00819155639571512	-0.00692259282567642	0.0403071017274471	-0.0567424764530209	-0.133419689119171	0.0252958923184033	-0.013608634443923	0.0490933215391419	0.0225118483412322	0.0371757154319335	-0.0182435299109036	-0.0414452709883102	-0.006
hwe_glb	0.642364236423642	0.842384238423842	0.94989498949895	0.363936393639364	0.774077407740774	0.0174017401740174	0.593759375937594	0.729172917291729	0.29002900290029	0.932593259325933	0.684968496849685	0.196119611961196	0.0028002800280028	0.555655565556556	0.892489248924892	0.304
hwe_hom	NA	NA	0.164616461646165	0.590759075907591	0.574157415741574	NA	0.158015801580158	0.0393039303930393	0.518851885188519	0.474047404740474	NA	0.500650065006501	NA	0.42004200420042	0.116411641164116	0.667
hwe_het	0.274727472747275	0.169116911691169	NA	NA	NA	0.121112111211121	NA	NA	NA	NA	0.0038003800380038	NA	0.0195019501950195	NA	NA	0.498

GU-CRO-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.59090242365953	9.55075509106938	8.22913384549781	9.82392764753749	8.95334033021264	10.3403532674483	5.9105569995098	4.69595381069509	7.9967858464	8.42898890000447	6.49358445253575	3.49519877952667	0	1.87401129943503	0	6.092
size	30	30	30	30	30	30	30	30	30	30	30	30	30	30	28	29.867
obs_het	0.6	0.966666666666667	1	0.933333333333333	0.966666666666667	0.933333333333333	0.766666666666667	0.733333333333333	0.966666666666667	0.9	0.833333333333333	0.666666666666667	0.3	0.866666666666667	0.892857142857143	0.822
exp_het	0.657777777777778	0.900555555555556	0.864444444444444	0.880555555555556	0.864444444444444	0.901666666666667	0.712777777777778	0.652777777777778	0.872222222222222	0.842222222222222	0.828888888888889	0.608888888888889	0.371111111111111	0.859444444444444	0.855229591836735	0.778
